BR,RT,DAY,STOP,NEW BR,NEW RT,NEW DAY,NEW STOP,CUST,CUST NAME,HOUSE NUMBER,ADDRESS,CITY,ZIP,EST DATE,BIG 5 AVG,COMP AVG,Latitude,Longitude,Machine,Companion
650,1,1,1,650,1,1,1,8912,AUTO CHLOR,8912 A,YELLOW BRICK RD,ROSEDALE,21237,2013-06-16,0.0,0.0,39.341735,-76.479453,0.0,0.0
