BR,RT,DAY,STOP,NEW BR,NEW RT,NEW DAY,NEW STOP,CUST,CUST NAME,ADDRESS,CITY,ZIP,EST DATE,BIG 5 AVG,COMP AVG,,,,,,,,,,
BR,,,,RQ,RQ,RQ,RQ,(RQ:,FILL ONLY FOR REROUTED CUSTOMERS),-- DO NOT REMOVE THIS ROW --,,,,,,,,,,,,,,,
650,02,07B,02,,,,,6501084,EUROPE RESTAURANT,LABYRINTH ROAD,BALTIMORE,21215-2202,02/17/2014,$321.42,$0.00,,,,,,,,,,
650,02,07B,03,,,,,650639,DAVID CHU'S,REISTERSTOWN ROAD,BALTIMORE ,21215-1424,04/09/2010,$305.00,$0.00,,,,,,,,,,
650,02,07B,04,,,,,196500001,PUNTA CANA RESTAURANT,REISTERSTOWN ROAD,PIKESVILLE,21208,12/31/2018,$0.00,$0.00,,,,,,,,,,
650,02,07B,05,,,,,176500032,BRAVO RESTAURANT,REISTERSTOWN ROAD,PIKESVILLE,21208-3843,12/14/2017,$283.40,$0.00,,,,,,,,,,
650,02,07B,06,,,,,186500034,DOMINO'S PIZZA PIKESVILLE #4629,REISTERSTOWN ROAD,PIKESVILLE,21208-5115,12/17/2018,$195.00,$0.00,,,,,,,,,,
650,02,08B,01,,,,,650661,LOS PORTALES,AVIATION BOULEVARD,GLEN BURNIE ,21061-2576,06/11/2010,$445.00,$0.00,,,,,,,,,,
650,02,08B,02,,,,,206500011,ROYAL SPICE ,NURSERY ROAD,LINTHICUM HEIGHTS,21090-1304,10/20/2020,$278.88,$35.85,,,,,,,,,,
650,02,08B,03,,,,,156500201,TORO BRAVO,PINNACLE DRIVE,LINTHICUM HEIGHTS,21090,06/25/2015,$315.58,$0.00,,,,,,,,,,
650,02,08B,05,,,,,650597,WILLY'S RESTAURANT,BALTIMORE ANNAPOLIS BOULEVARD,GLEN BURNIE ,21061,12/21/2009,$205.34,$0.00,,,,,,,,,,
650,02,"08B,19B","04,02",,,,,186500013,GLORY DAYS GRILL - LINTHICUM,WEST NURSERY ROAD,LINTHICUM HEIGHTS,21090,05/15/2018,$1350.93,$880.57,,,,,,,,,,
650,02,09B,01,,,,,216500028,KABUTO - JOPPA ,WALTHAM WOODS ROAD,PARKVILLE,21234,08/12/2021,$374.90,$38.57,,,,,,,,,,
650,02,09B,02,,,,,650485,VALENTINO'S RESTAURANT,HARFORD ROAD,BALTIMORE,21214-1306,06/04/2008,$812.72,$12.72,,,,,,,,,,
650,02,09B,03,,,,,156500378,SILVER QUEEN CAFE,HARFORD ROAD,BALTIMORE,21214-2217,10/13/2015,$290.36,$20.17,,,,,,,,,,
650,02,09B,04,,,,,226500032,CAFE CAMPLI,HARFORD ROAD,BALTIMORE,21214-2935,12/05/2022,$300.83,$60.83,,,,,,,,,,
650,02,09B,05,,,,,650561,G.L. SHACKS CATONSVILLE,FREDERICK ROAD,CATONSVILLE,21228,05/20/2009,$600.08,$174.85,,,,,,,,,,
650,02,09B,06,,,,,65035326,PHO 1,BALTIMORE NATIONAL PIKE,CATONSVILLE,21228,08/28/2003,$302.34,$31.65,,,,,,,,,,
650,02,09B,07,,,,,196500002,THAI HEAVEN RESTAURANT,FREDERICK ROAD,CATONSVILLE,21228-3504,01/07/2019,$230.00,$0.00,,,,,,,,,,
650,02,10B,01,,,,,650892,ROSARIO'S RESTAURANT,PULASKI HIGHWAY,ROSEDALE,21237-2527,05/15/2012,$863.91,$0.00,,,,,,,,,,
650,02,10B,02,,,,,236500006,TUERK HOUSE,ASHBURTON STREET,BALTIMORE,21216-4703,01/10/2023,$386.20,$0.00,,,,,,,,,,
650,02,10B,03,,,,,216500031,SAKOON INDIAN FUSION,ST. PAUL STREET,BALTIMORE,21218,09/07/2021,$189.00,$0.00,,,,,,,,,,
650,02,10B,04,,,,,65040034,CHARLES VILLAGE PUB ,SAINT PAUL STREET,BALTIMORE,21218-3841,03/14/2002,$272.26,$0.00,,,,,,,,,,
650,02,10B,05,,,,,65086721,TAMBERS NIFTY FIFTY,SAINT PAUL STREET,BALTIMORE,21218-3254,05/16/2006,$185.00,$0.00,,,,,,,,,,
650,02,10B,06,,,,,166500205,CYPRIANA ,WEST 39TH STREET,BALTIMORE,21210,04/28/2016,$827.22,$88.22,,,,,,,,,,
650,02,10B,07,,,,,226500016,KAJIKEN,EAST 33RD STREET,BALTIMORE,21218,07/15/2022,$298.45,$0.00,,,,,,,,,,
650,02,10B,08,,,,,236500019,TOKI UNDERGROUND,GREENMOUNT AVENUE,BALTIMORE,21218-4496,06/21/2023,$277.18,$31.18,,,,,,,,,,
650,02,11B,01,,,,,186500027,DOMINO'S PIZZA CHAMBERSBURG #4776,LINCOLN WAY EAST,CHAMBERSBURG,17202-3316,09/21/2018,$205.00,$0.00,,,,,,,,,,
650,02,11B,02,,,,,216500026,LEDO PIZZA OF CHAMBERSBURG,LINCOLN WAY EAST,CHAMBERSBURG,17202,07/12/2021,$266.13,$41.13,,,,,,,,,,
650,02,11B,03,,,,,216500042,DOMINO'S PIZZA CHAMBERSBURG #4775,E. QUEEN STREET,CHAMBERSBURG,17201,12/01/2021,$244.00,$0.00,,,,,,,,,,
650,02,11B,04,,,,,650942,AKI JAPANESE STEAKHOUSE,CARLISLE STREET,HANOVER,17331,10/17/2012,$378.71,$0.00,,,,,,,,,,
650,02,12B,01,,,,,650512,THE SODA JERK DINER,EAST MAIN STREET,HUMMELSTOWN,17036-1861,10/20/2008,$750.00,$0.00,,,,,,,,,,
650,02,12B,02,,,,,206500013,SIMPLY GREEK,BRIARCREST SQUARE,HUMMELSTOWN,17033,10/22/2020,$220.00,$0.00,,,,,,,,,,
650,02,12B,03,,,,,246500006,ICHIBAN,FRUITVILLE PIKE,LANCASTER,17601,01/23/2024,$142.13,$42.47,,,,,,,,,,
650,02,12B,04,,,,,216500037,MISSION BBQ - LANCASTER ,FRUITVILLE PIKE,LANCASTER,17601-7200,11/17/2021,$875.25,$44.53,,,,,,,,,,
650,02,13B,01,,,,,196500026,MISSION BBQ - CAMP HILL ,NORTH 32ND STREET,MECHANICSBURG,17011-2918,08/12/2019,$1053.63,$53.44,,,,,,,,,,
650,02,13B,02,,,,,216500022,J & J'S ASIAN RESTAURANT ,BALTIMORE STREET,GETTYSBURG,17325,07/01/2021,$0.00,$0.00,,,,,,,,,,
650,02,13B,03,,,,,176500009,MISSION BBQ HARRISBURG,JONESTOWN ROAD,HARRISBURG,17112-2922,03/29/2017,$641.65,$35.63,,,,,,,,,,
650,02,13B,04,,,,,196500035,DOMINO'S PIZZA HARRISBURG,EISENHOWER BOULEVARD,HARRISBURG,17111-2302,12/17/2019,$239.00,$0.00,,,,,,,,,,
650,02,13B,05,,,,,196500017,J&B'S GRILL ,NORTH MAIN STREET,SHREWSBURY,17361-1322,06/20/2019,$216.64,$0.00,,,,,,,,,,
650,02,13B,06,,,,,176500014,ECHO FREZCO SHREWSBURY,SHREWSBURY COMMONS AVENUE,SHREWSBURY,17361,04/13/2017,$215.00,$0.00,,,,,,,,,,
650,02,14B,01,,,,,196500007,DOMINO'S PIZZA YORK #4785,MOUNT ROSE AVENUE,YORK,17403,01/30/2019,$195.00,$0.00,,,,,,,,,,
650,02,14B,02,,,,,6501030,MISSION BBQ YORK,LOUCKS ROAD,YORK,17404-2273,06/26/2013,$1053.63,$53.44,,,,,,,,,,
650,02,14B,03,,,,,650994,GUADALAJARA RESTAURANT,EAST MARKET STREET,YORK,17402-2425,04/03/2013,$215.00,$0.00,,,,,,,,,,
650,02,14B,04,,,,,186500032,DOMINO'S PIZZA YORK  #4778,SOUTH RICHLAND AVENUE,YORK,17403,12/17/2018,$269.42,$0.00,,,,,,,,,,
650,02,14B,05,,,,,186500033,DOMINO'S PIZZA YORK #4783,LOUCKS ROAD,YORK,17404,12/17/2018,$319.84,$0.00,,,,,,,,,,
650,02,14B,06,,,,,176500027,DISTRICT THAI,NORTH GEORGE STREET,YORK,17404,09/08/2017,$271.25,$31.25,,,,,,,,,,
650,02,14B,07,,,,,236500024,AA TO ZZ CHILD CARE,SAINT CHARLES WAY,YORK,17402-4643,09/11/2023,$165.70,$0.00,,,,,,,,,,
650,02,15B,01,,,,,166500222,KECCO'S NEOPOLITAN,WESTMINSTER PIKE,REISTERSTOWN,21136,07/15/2016,$368.17,$51.75,,,,,,,,,,
650,02,15B,02,,,,,156500214,MESSIAH COMMUNITY CHURCH,BERRYMANS LANE,REISTERSTOWN,21136-6010,06/29/2015,$0.00,$0.00,,,,,,,,,,
650,02,15B,03,,,,,176500013,LA TOLTECA OWINGS MILLS,REISTERSTOWN ROAD,OWINGS MILLS,21117-1815,04/13/2017,$216.01,$0.00,,,,,,,,,,
650,02,15B,04,,,,,6501022,KABUTO,PULASKI HIGHWAY,ESSEX,21221,06/10/2013,$577.57,$0.00,,,,,,,,,,
650,02,15B,05,,,,,650866,YAMA SUSHI BAR BALTIMORE,WEST 41ST STREET,BALTIMORE,21211,01/13/2012,$262.23,$0.00,,,,,,,,,,
650,02,15B,06,,,,,65094406,MR CHAN'S SZECHUAN REST,REISTERSTOWN ROAD,PIKESVILLE,21208-4206,03/06/2001,$60.00,$0.00,,,,,,,,,,
650,02,16B,01,,,,,196500027,A1 SUSHI,E BELVEDERE AVE,BALTIMORE,21212,08/29/2019,$0.00,$0.00,,,,,,,,,,
650,02,16B,02,,,,,186500012,18-8 SUSHI,WEST 40TH STREET,BALTIMORE,21211,05/03/2018,$215.00,$0.00,,,,,,,,,,
650,02,16B,03,,,,,6503727,THE WINE SOURCE,ELM AVENUE,BALTIMORE,21211-2402,11/01/2001,$145.28,$0.00,,,,,,,,,,
650,02,16B,04,,,,,166500233,FIVE AND DIME ALE HOUSE,WEST 36TH STREET,BALTIMORE,21211,09/19/2016,$0.00,$0.00,,,,,,,,,,
650,02,16B,05,,,,,65093180,SUZIE'S SOBA,WEST 36TH STREET,BALTIMORE,21211-2416,07/14/1998,$0.00,$0.00,,,,,,,,,,
650,02,16B,06,,,,,650768,CAFE SPICE INDIA CUISINE,YORK ROAD,COCKEYSVILLE,21030,03/15/2011,$334.42,$0.00,,,,,,,,,,
650,02,17B,01,,,,,650387,GOLDEN WEST ,WEST 36TH STREET,BALTIMORE,21211,12/12/2006,$903.48,$147.70,,,,,,,,,,
650,02,17B,02,,,,,216500039,GRANO PASTA BAR,W 36TH ST,BALTIMORE,21210,11/01/2021,$244.53,$0.00,,,,,,,,,,
650,02,17B,03,,,,,156500396,COSIMA,FALLS ROAD,BALTIMORE,21211,11/04/2015,$896.04,$315.80,,,,,,,,,,
650,02,17B,04,,,,,206500003,THE WINE COLLECTIVE,WEST 41ST STREET,BALTIMORE,21211-1431,01/17/2020,$440.00,$0.00,,,,,,,,,,
650,02,17B,05,,,,,236500018,BE.BIM KOREAN BBQ,WEST 29TH STREET,BALTIMORE,21211-2910,06/19/2023,$240.00,$0.00,,,,,,,,,,
650,02,17B,06,,,,,166500242,DYLAN'S OYSTER CELLAR,CHESTNUT AVENUE,BALTIMORE,21211-2530,10/25/2016,$212.08,$0.00,,,,,,,,,,
650,02,18B,01,,,,,650502,HOUSE OF KABOB,HARFORD ROAD,PARKVILLE,21234,09/04/2008,$224.12,$9.12,,,,,,,,,,
650,02,18B,01,,,,,246500008,JUICY KING CRAB,BELAIR ROAD,NOTTINGHAM,21236,02/27/2024,$0.00,$0.00,,,,,,,,,,
650,02,18B,02,,,,,650723,REMO'S OF N.Y.,WALTHAM WOODS ROAD,PARKVILLE,21234,01/01/2011,$254.98,$0.00,,,,,,,,,,
650,02,18B,03,,,,,65094668,LUCKY INN RESTAURANT,WALTHAM WOODS ROAD,PARKVILLE,21234,07/18/1990,$225.00,$0.00,,,,,,,,,,
650,02,18B,04,,,,,156500024,EL TROVADOR MERCADO LATINO,PUTTY HILL AVENUE,PARKVILLE,21234-4307,02/04/2015,$220.36,$0.00,,,,,,,,,,
650,02,18B,05,,,,,65093551,EL SALTO PARKVILLE,WALTHAM WOODS ROAD,PARKVILLE,21234-2402,04/20/1999,$271.95,$0.00,,,,,,,,,,
650,02,18B,06,,,,,206500010,URBAN CRAB SHACK,EAST JOPPA ROAD,PARKVILLE,21234-2733,09/16/2020,$618.48,$70.95,,,,,,,,,,
650,02,18B,07,,,,,246500001,BIRRIA LOVE,EAST JOPPA ROAD,PARKVILLE,21234-3620,01/09/2024,$82.00,$0.00,,,,,,,,,,
650,02,19B,01,,,,,226500023,ROSINA'S GOURMET,EAST LOMBARD STREET,BALTIMORE,21202-3219,09/27/2022,$297.00,$0.00,,,,,,,,,,
650,02,19B,03,,,,,246500005,BLACK FLAG SOCIAL HOUSE,MARRIOTTSVILLE ROAD,MARRIOTTSVILLE,21104,01/09/2024,$608.54,$133.62,,,,,,,,,,
650,02,19B,04,,,,,166500231,ASIAN COURT,RESORT ROAD,ELLICOTT CITY,21042,08/31/2016,$324.48,$0.00,,,,,,,,,,
650,02,19B,05,,,,,156500138,PAPER LANTERN ,MARRIOTTSVILLE ROAD,MARRIOTTSVILLE,21104,04/27/2015,$230.00,$0.00,,,,,,,,,,
650,02,20B,01,,,,,216500003,KUNG FU TEA,BALTIMORE AVENUE,LAUREL,20707-5008,01/04/2021,$0.00,$0.00,,,,,,,,,,
650,03,01B,04,,,,,650944,MISSION BBQ NOTTINGHAM,EAST JOPPA ROAD,NOTTINGHAM,21236,10/22/2012,$755.71,$233.59,,,,,,,,,,
650,03,01B,07,,,,,226500026,LEDO PIZZA TOWSON,PUTTY HILL AVE STE 104,TOWSON,21286,09/28/2022,$339.62,$94.62,,,,,,,,,,
650,03,"01B,10","06,08",,,,,206500014,MISSION BBQ - TOWSON,YORK ROAD,TOWSON,21204-2503,11/05/2020,$778.97,$147.24,,,,,,,,,,
650,03,"01B,11","01,03",,,,,166500235,MISSION BBQ OWINGS MILLS,REISTERSTOWN ROAD,OWINGS MILLS,21117-3815,09/23/2016,$738.96,$107.23,,,,,,,,,,
650,03,"01B,11","02,02",,,,,65093711,DOUBLE T DINER - CATONSVILLE,BALTIMORE NATIONAL PIKE,CATONSVILLE,21228-3901,10/05/1999,$1715.42,$541.70,,,,,,,,,,
650,03,"01B,11","03,01",,,,,6501006,THE ALL AMERICAN STEAKHOUSE,EAST JOPPA ROAD,PARKVILLE,21234,05/01/2013,$1202.14,$180.33,,,,,,,,,,
650,03,"01B,11","05,04",,,,,196500008,SWEETGREEN - HARBOR EAST,FLEET STREET,BALTIMORE,21231,01/30/2019,$1054.97,$706.65,,,,,,,,,,
650,03,02B,01,,,,,650554,KAVKAZ KEBAB,BOULEVARD CIRCLE,OWINGS MILLS,21117,06/01/2009,$215.00,$0.00,,,,,,,,,,
650,03,02B,02,,,,,156500358,EDOMAE SUSHI,OWINGS MILLS BOULEVARD,OWINGS MILLS,21117,09/15/2015,$205.00,$0.00,,,,,,,,,,
650,03,02B,03,,,,,156500029,LEDO PIZZA OF OWINGS MILLS,GROFFS MILL DRIVE,OWINGS MILLS,21117,02/13/2015,$210.00,$0.00,,,,,,,,,,
650,03,02B,04,,,,,186500035,DOMINO'S PIZZA RANDALLSTOWN #4696,BRENBROOK DRIVE,RANDALLSTOWN,21133-4902,12/17/2018,$195.00,$0.00,,,,,,,,,,
650,03,02B,07,,,,,236500004,AKIRA RAMEN - OWINGS MILLS,"MILL RUN CIRCLE, STE 104",OWINGS MILLS,21117,01/18/2023,$225.00,$0.00,,,,,,,,,,
650,03,02B,08,,,,,236500007,NOT JUST CRAB,LIBERTY ROAD,RANDALLSTOWN,21133,02/10/2023,$481.06,$0.00,,,,,,,,,,
650,03,"02B,12","05,01",,,,,650399,BLUE STONE RESTAURANT,WEST AYLESBURY ROAD,TIMONIUM,21093-4102,02/16/2007,$2518.50,$0.00,,,,,,,,,,
650,03,"02B,12","06,02",,,,,650946,MICHAEL'S CAFE,YORK ROAD,TIMONIUM,21093-3110,11/02/2012,$3047.01,$1025.92,,,,,,,,,,
650,03,03B,01,,,,,65052084,NOTTINGHAM'S,STANFORD BOULEVARD,COLUMBIA,21045,07/10/2006,$905.80,$211.33,,,,,,,,,,
650,03,03B,02,,,,,650856,THE MANGO GROVE RESTAURANT,STANFORD BOULEVARD,COLUMBIA,21045,12/01/2011,$262.50,$0.00,,,,,,,,,,
650,03,03B,03,,,,,650494,ANLOI RESTAURANT,MINSTREL WAY,COLUMBIA,21045-5539,07/29/2008,$337.89,$0.00,,,,,,,,,,
650,03,03B,04,,,,,650810,RANGOLI RESTAURANT,ARUNDEL MILLS BOULEVARD,HANOVER,21076,08/15/2011,$678.68,$157.13,,,,,,,,,,
650,03,03B,05,,,,,196500030,MAI DRAGON,ANNAPOLIS ROAD,HANOVER,21076-1262,10/04/2019,$250.23,$0.00,,,,,,,,,,
650,03,03B,06,,,,,226500001,TOMO ASIAN CUISINE,DORCHESTER BOULEVARD,HANOVER,21076-1946,01/18/2022,$240.00,$0.00,,,,,,,,,,
650,03,03B,07,,,,,226500005,CHOPS BY RERA,GUILFORD ROAD,JESSUP,20701,04/18/2022,$174.89,$0.00,,,,,,,,,,
650,03,03B,08,,,,,226500024,NORA'S KABOB COLUMBIA,LITTLE PATUXENT PARKWAY,COLUMBIA,21044,09/05/2022,$280.70,$40.70,,,,,,,,,,
650,03,04B,01,,,,,236500025,FLAVORS OF INDIA,COLUMBIA GATEWAY DRIVE,COLUMBIA,21046,09/11/2023,$246.00,$0.00,,,,,,,,,,
650,03,04B,02,,,,,65022116,CHOPSTIXX CAFE,MONTGOMERY ROAD,ELKRIDGE,21075-9100,09/10/2006,$225.00,$0.00,,,,,,,,,,
650,03,04B,03,,,,,186500001,LEDO PIZZA OF ELKRIDGE,TROY HILL DRIVE,ELKRIDGE,21075-7055,01/23/2018,$598.76,$271.77,,,,,,,,,,
650,03,04B,04,,,,,650559,KATANA SUSHI ELKRIDGE,MARSHALEE DRIVE,ELKRIDGE,21075-5991,06/01/2009,$215.00,$0.00,,,,,,,,,,
650,03,04B,05,,,,,6501038,RUDY'S MEDITERRANEAN GRILL,COLUMBIA GATEWAY DRIVE,COLUMBIA,21046,08/06/2013,$360.35,$14.17,,,,,,,,,,
650,03,04B,06,,,,,650538,COAL FIRE PIZZA ELLICOTT CITY,RICHARDS VALLEY ROAD,ELLICOTT CITY,21043,03/12/2009,$871.40,$427.23,,,,,,,,,,
650,03,04B,07,,,,,650800,EAST MOON ASIAN BISTRO,RICHARDS VALLEY ROAD,ELLICOTT CITY,21043,07/06/2011,$314.09,$0.00,,,,,,,,,,
650,03,04B,08,,,,,650599,YAMA SUSHI ELLICOTT CITY,DORSEY HALL DRIVE,ELLICOTT CITY,21042,12/18/2009,$223.51,$0.00,,,,,,,,,,
650,03,04B,09,,,,,186500023,MAIWAND KABOB,COLUMBIA CROSSING CIRCLE,COLUMBIA,21045-8208,08/31/2018,$310.58,$0.00,,,,,,,,,,
650,03,"05,10B","04,07",,,,,226500007,CHARM CITY BUFFET,EAST JOPPA ROAD,PARKVILLE,21234,05/23/2022,$1110.79,$13.23,,,,,,,,,,
650,03,05B,01,,,,,166500213,MINT INDIAN CUISINE,CLARKSVILLE PIKE,CLARKSVILLE,21029,06/02/2016,$282.23,$0.00,,,,,,,,,,
650,03,05B,02,,,,,650354,CATTAIL CREEK COUNTRY CLUB,CATTAIL CREEK DRIVE,GLENWOOD,21738-9648,09/11/2006,$1880.44,$384.77,,,,,,,,,,
650,03,05B,03,,,,,216500017,MARY'S LAND FARM,SHEPPARD LANE,ELLICOTT CITY,21042,05/20/2021,$75.00,$0.00,,,,,,,,,,
650,03,05B,05,,,,,236500012,MAIWAND KABOB - CLARKSVILLE,CLARKSVILLE PIKE #300,CLARKSVILLE,21029,04/10/2023,$246.00,$0.00,,,,,,,,,,
650,03,05B,07,,,,,156500003,KATANA SUSHI CLARKSVILLE,TEN OAKS ROAD,CLARKSVILLE,21029,01/06/2015,$271.84,$0.00,,,,,,,,,,
650,03,"05B,14","06,01",,,,,146500016,JIMMY'S FAMOUS SEAFOOD,HOLABIRD AVENUE,BALTIMORE,21224-6244,05/01/2014,$2044.11,$91.13,,,,,,,,,,
650,03,"05B,15","08,07",,,,,216500010,MISSION BBQ - WESTMINSTER,JERMOR LANE,WESTMINSTER,21157-6126,02/22/2021,$881.27,$190.51,,,,,,,,,,
650,03,"06,17B","04,06",,,,,65078800,GLORY DAYS GRILL - GLEN BURNIE,RITCHIE HIGHWAY,GLEN BURNIE ,21060,12/20/2002,$1539.02,$913.37,,,,,,,,,,
650,03,"06,17B","06,01",,,,,146500068,PARK TAVERN,GOVERNOR RITCHIE HIGHWAY,SEVERNA PARK ,21146,07/03/2014,$1585.37,$784.20,,,,,,,,,,
650,03,06B,01,,,,,6501026,MI PUEBLO II,GOVERNOR RITCHIE HIGHWAY,SEVERNA PARK ,21146,06/27/2013,$646.09,$0.00,,,,,,,,,,
650,03,06B,02,,,,,6501010,LIFE PHO,RITCHIE HIGHWAY,SEVERNA PARK ,21146,05/07/2013,$308.62,$0.00,,,,,,,,,,
650,03,06B,03,,,,,650918,PICANTILLO,MOUNTAIN ROAD,PASADENA,21122-5330,08/14/2012,$342.43,$0.00,,,,,,,,,,
650,03,06B,05,,,,,186500003,BONCHON PASADENA,RITCHIE HIGHWAY,PASADENA,21122,01/30/2018,$244.98,$0.00,,,,,,,,,,
650,03,06B,07,,,,,196500036,EAST WEST BISTRO ,RITCHIE HIGHWAY,PASADENA,21122,12/12/2019,$422.25,$45.35,,,,,,,,,,
650,03,06B,08,,,,,216500007,PASSION ASIAN BISTRO,MAGOTHY BEACH ROAD,PASADENA,21122-4461,02/11/2021,$265.58,$0.00,,,,,,,,,,
650,03,"07,16B","04,04",,,,,166500215,MISSION BBQ ELLICOTT CITY,PLUMTREE DRIVE,ELLICOTT CITY,21042,06/15/2016,$877.76,$98.45,,,,,,,,,,
650,03,"07,17B","03,03",,,,,156500186,GLORY DAYS GRILL - ELLICOTT CITY,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042,06/15/2015,$1395.45,$643.08,,,,,,,,,,
650,03,07B,02,,,,,65085524,SAKURA OF ELLICOTT CITY,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042,01/14/2003,$657.02,$252.23,,,,,,,,,,
650,03,07B,05,,,,,166500029,NIKO,SAINT JOHNS LANE,ELLICOTT CITY,21042,02/01/2016,$230.00,$0.00,,,,,,,,,,
650,03,"07B,17","01,04",,,,,65093606,DOUBLE T DINER - ELLICOTT CITY,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042-3611,06/29/1999,$2324.45,$1517.37,,,,,,,,,,
650,03,"07B,18","06,01",,,,,226500003,THE ALL AMERICAN STEAKHOUSE - ELLICOTT CITY,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21043,02/04/2022,$1596.28,$628.17,,,,,,,,,,
650,03,"08,16B","05,01",,,,,650934,ALE HOUSE COLUMBIA,DOBBIN CENTER WAY,COLUMBIA,21045,10/05/2012,$1754.77,$801.07,,,,,,,,,,
650,03,"08,16B","06,03",,,,,146500058,MISSION BBQ COLUMBIA,COLUMBIA CROSSING CIRCLE,COLUMBIA,21045,06/24/2014,$931.70,$130.50,,,,,,,,,,
650,03,08B,01,,,,,650615,N.M. CARROLL MANOR,NORTH ARLINGTON AVENUE,BALTIMORE,21217-2455,03/01/2010,$335.00,$0.00,,,,,,,,,,
650,03,08B,02,,,,,216500023,APRIL'S TABLE ,BALTIMORE ANNAPOLIS BOULEVARD,SEVERNA PARK ,21146,07/01/2021,$260.00,$0.00,,,,,,,,,,
650,03,08B,03,,,,,216500036,THE SOCIAL ,RITCHIE HIGHWAY,SEVERNA PARK ,21146,10/07/2021,$470.72,$9.22,,,,,,,,,,
650,03,08B,04,,,,,226500004,PHO 5UP - HANOVER,DORSEY ROAD,HANOVER,21076,01/24/2022,$240.00,$0.00,,,,,,,,,,
650,03,"09,16B","02,02",,,,,65091580,SHANNON'S SALOON & RESTAURANT,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042-2805,12/29/2003,$2158.73,$1366.50,,,,,,,,,,
650,03,"09,19B","01,01",,,,,650787,GLORY DAYS GRILL - ELDERSBURG,LIBERTY ROAD,ELDERSBURG,21784-6411,04/29/2011,$1250.41,$646.85,,,,,,,,,,
650,03,09B,03,,,,,166500210,NORA'S KABOB ELLICOTT CITY,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042-2805,05/16/2016,$240.60,$20.60,,,,,,,,,,
650,03,09B,04,,,,,156500402,ZEN GARDEN,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042,12/03/2015,$136.67,$0.00,,,,,,,,,,
650,03,09B,05,,,,,176500010,K POCHA,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21043,03/30/2017,$215.00,$0.00,,,,,,,,,,
650,03,09B,06,,,,,650433,HAN JOONG KWAN,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042-2805,08/15/2007,$288.00,$21.10,,,,,,,,,,
650,03,10B,01,,,,,65094414,DELLIS' BAR & GRILL,PHILADELPHIA ROAD,ROSEDALE,21237,04/25/2001,$1083.67,$360.93,,,,,,,,,,
650,03,10B,02,,,,,146500020,TACO LOVE GRILL,PHILADELPHIA ROAD,WHITE MARSH,21162,05/16/2014,$895.26,$248.22,,,,,,,,,,
650,03,10B,03,,,,,156500451,ENDY'S GRILL,EASTERN BOULEVARD,ESSEX,21221,12/30/2015,$285.00,$0.00,,,,,,,,,,
650,03,10B,04,,,,,186500026,WOODY'S PUB GRUB,MARGARET AVENUE,ESSEX,21221-6704,09/21/2018,$0.00,$0.00,,,,,,,,,,
650,03,10B,05,,,,,216500020,O'FISHEL KOSHER CATERERS ,ROCKLAND HILLS DRIVE,PIKESVILLE,21209-1112,03/15/2021,$63.00,$0.00,,,,,,,,,,
650,03,10B,06,,,,,216500011,HEAVY SEAS BREWING ,HOLLINS FERRY ROAD,HALETHORPE,21227-4624,03/30/2021,$260.00,$0.00,,,,,,,,,,
650,03,11B,05,,,,,650616,LEDO PIZZA OF GLEN BURNIE,EAST ORDNANCE ROAD,GLEN BURNIE ,21060,02/23/2010,$320.47,$85.47,,,,,,,,,,
650,03,11B,06,,,,,6501032,YAMA SUSHI BAR GLEN BURNIE,RITCHIE HIGHWAY,GLEN BURNIE ,21061-2870,07/17/2013,$270.04,$0.00,,,,,,,,,,
650,03,11B,07,,,,,146500247,MISSION BBQ GLEN BURNIE,RITCHIE HIGHWAY,GLEN BURNIE ,21061-4378,11/25/2014,$1023.02,$423.27,,,,,,,,,,
650,03,11B,08,,,,,6501057,LITTLE INDIA CAFE,EAST ORDNANCE ROAD,GLEN BURNIE ,21060,09/24/2013,$316.35,$27.35,,,,,,,,,,
650,03,11B,09,,,,,216500005,CRAZY CRAB,AQUAHART ROAD,GLEN BURNIE ,21061-3968,01/14/2021,$548.81,$64.05,,,,,,,,,,
650,03,12B,03,,,,,650862,THE ORIENT RESTAURANT BEL AIR,NORTH MAIN STREET,BEL AIR,21014-3537,12/12/2011,$213.83,$0.00,,,,,,,,,,
650,03,12B,04,,,,,65097161,SAKURA OF BEL AIR,BELAIR ROAD,BEL AIR,21014,10/12/2001,$487.14,$126.43,,,,,,,,,,
650,03,12B,05,,,,,650814,SIZZLING BOMBAY,OLD EMMORTON ROAD,BEL AIR,21015-6800,08/02/2011,$240.00,$0.00,,,,,,,,,,
650,03,12B,06,,,,,216500035,MISSION BBQ - BEL AIR ,BEL AIR ROAD,BEL AIR,21014,10/14/2021,$783.65,$89.07,,,,,,,,,,
650,03,12B,07,,,,,236500001,HUO GUO BEL AIR,BEL AIR S PKWY,BEL AIR,21015,12/30/2022,$478.52,$0.00,,,,,,,,,,
