BR,RT,DAY,STOP,NEW BR,NEW RT,NEW DAY,NEW STOP,CUST,CUST NAME,HOUSE NUMBER,ADDRESS,CITY,ZIP,EST DATE,BIG 5 AVG,COMP AVG,Latitude,Longitude,Machine,Companion,NEW DIST
650,3,11,8,,3,11,8,206500002,URBAN HOT POT ,10100,TWIN RIVERS ROAD,COLUMBIA,21044,1/15/2020,373.41666666666663,76.15,39.215878,-76.8650884,373.41666666666663,76.15,55
650,3,11,4,,3,11,4,246500004,TAKUMI SUSHI & BAR - COLUMBIA,10300,LITTLE PATUXENT PARKWAY,COLUMBIA,21044,1/9/2024,0,0,39.2158379,-76.85999539,0,0,116
650,3,9,4,,3,9,4,6501076,IHOP JESSUP,7351,ASSATEAGUE DRIVE,JESSUP,20794,1/29/2014,179.16666666666666,89.58333333333333,39.1693664,-76.7865912,179.16666666666666,89.58333333333333,72
650,3,12,4,,3,12,4,176500030,IHOP COLUMBIA,8825,CENTRE PARK DRIVE,COLUMBIA,21045-2134,11/24/2017,171.58666666666664,85.79333333333332,39.22741605471845,-76.81483105,171.58666666666664,85.79333333333332,23
650,3,11,1,,3,11,1,216500014,DOK KHAO THAI EATERY,6000,MERRIWEATHER DRIVE,COLUMBIA,21044-3744,4/16/2021,854.4766666666666,71.7,39.206636,-76.8618812,854.4766666666666,71.7,47
650,3,11,3,,3,11,3,236500002,PETER CHANG,6000,MERRIWEATHER DRIVE,COLUMBIA,21044-3744,1/2/2023,618.2,0,39.206636,-76.8618812,618.2,0,11
650,3,11,2,,3,11,2,236500014,CLOVE & CARDAMOM,6000,MERRIWEATHER DRIVE,COLUMBIA,21044,5/8/2023,204.72666666666666,0,39.206636,-76.8618812,204.72666666666666,0,1
650,3,9,7,,3,9,7,166500223,BLACK FLAG BREWING COMPANY,9315,SNOWDEN RIVER PARKWAY,COLUMBIA,21046,7/19/2016,240.68333333333334,10.683333333333334,39.1744335,-76.83421667,240.68333333333334,10.683333333333334,44
650,3,9,8,,3,9,8,226500015,LOST ARK DISTILLING,9570,BERGER ROAD,COLUMBIA,21046,7/11/2022,259,0,39.1732566,-76.84434151,259,0,24
650,3,9,2,,3,9,2,166500220,THE HIDEOUT,9855,WASHINGTON BOULEVARD NORTH,LAUREL,20707,7/8/2016,538.85,74.85,39.115075,-76.832013,538.85,74.85,91
650,3,14,4,,3,14,4,65077242,HUNAN L' ROSE RESTAURANT,1131,ANNAPOLIS ROAD,ODENTON,21113,4/24/2006,376.43,0,39.08087262192928,-76.68850572,376.43,0,130
650,3,14,5,,3,14,5,166500224,THREE BROTHERS ITALIAN RESTAURANT ODENTON,1139,ANNAPOLIS ROAD,ODENTON,21113,7/20/2016,334.2966666666666,10.416666666666666,39.08105089240486,-76.68879928,334.2966666666666,10.416666666666666,35
650,3,14,3,,3,14,3,236500027,THE ALL AMERICAN STEAKHOUSE - ODENTON,1502,ANNAPOLIS ROAD,ODENTON,21113-1001,9/28/2023,1155.3166666666666,191.31666666666666,39.09700004092381,-76.72044919,1155.3166666666666,191.31666666666666,130
650,3,14,2,,3,14,2,236500016,PHO 5UP - ODENTON,2288,BLUE WATER BLVD ,ODENTON,21113,5/4/2023,246,0,39.10181955,-76.7186913,246,0,33
650,3,14,6,,3,14,6,6502791,FORTUNE COOKY RESTAURANT,7978,CRAIN HIGHWAY SOUTH,GLEN BURNIE ,21061,1/26/2006,226.76,0,39.131330380952384,-76.63882648,226.76,0,77
650,3,14,7,,3,14,7,650780,FRIENDLY'S CRAIN HIGHWAY,412,CRAIN HIGHWAY SOUTH,GLEN BURNIE,21061-3645,4/19/2011,81.58,27.123333333333335,39.159217155840864,-76.62832335,81.58,27.123333333333335,274
650,3,16,2,,3,16,2,650924,EAST MOON ASIAN BISTRO & SUSHI,7400,RITCHIE HIGHWAY,GLEN BURNIE ,21061,8/8/2012,210,0,39.167362,-76.622206,210,0,11
650,3,16,3,,3,16,3,176500028,MALI THAI RESTAURANT,7477,BALTIMORE ANNAPOLIS BOULEVARD,GLEN BURNIE ,21061,9/8/2017,210,0,39.16402421230792,-76.62399721,210,0,4
650,3,19,5,,3,19,5,650691,FRIENDLY'S PASADENA,4189,MOUNTAIN ROAD,PASADENA,21122,8/24/2010,102.22666666666666,37.446666666666665,39.12245557852816,-76.51562644,102.22666666666666,37.446666666666665,384
650,3,19,4,,3,19,4,236500026,PHO DENA ,4141,MOUNTAIN ROAD,PASADENA,21122-4455,9/21/2023,164,0,39.122646586953856,-76.5164538,164,0,105
650,3,15,8,,3,15,8,650782,FRIENDLY'S RITCHIE HIGHWAY,7134,RITCHIE HIGHWAY,GLEN BURNIE ,21061-2904,4/19/2011,132.1233333333333,65.07,39.17903824,-76.6154626,132.1233333333333,65.07,106
650,3,16,1,,3,16,1,146500170,SAKE JAPANESE RESTAURANT & SUSHI BAR,7315,GOVERNOR RITCHIE HIGHWAY,GLEN BURNIE ,21061-3104,9/18/2014,496.5433333333333,0,39.17061075,-76.620399,496.5433333333333,0,25
650,3,16,4,,3,16,4,650649,MI PUEBLO,7556,RITCHIE HIGHWAY,GLEN BURNIE ,21061-3717,5/5/2010,450.58666666666664,0,39.16054213873699,-76.62059097,450.58666666666664,0,25
650,3,15,7,,3,15,7,226500010,MI PUEBLITO,6914,RITCHIE HWY,GLEN BURNIE ,21061,6/9/2022,603.4966666666667,0,39.18628024320308,-76.6130124,603.4966666666667,0,100
650,3,17,2,,3,17,2,186500005,VILLA FLORES RESTAURANT,7693,BALTIMORE ANNAPOLIS BOULEVARD,GLEN BURNIE ,21060-7554,2/22/2018,299.92333333333335,0,39.15337984015706,-76.59669744,299.92333333333335,0,117
650,2,14,1,,2,14,1,650496,CITY VIEW RESTAURANT,6700,SECURITY BOULEVARD,WOODLAWN,21207-4038,7/21/2008,486.2,42.2,39.3130592,-76.7414199,486.2,42.2,175
650,1,15,7,,1,15,7,236500029,EDEN SPORTS BAR & GRILL,1401,BLOOMFIELD AVENUE,BALTIMORE,21227-1076,12/15/2023,73,0,39.261813,-76.666579,73,0,108
650,2,13,8,,2,13,8,650928,LAS VEGAS OF WOODLAWN,7091,SECURITY BOULEVARD,WOODLAWN,21244-2562,9/11/2012,240,0,39.31315761026151,-76.75389824,240,0,135
650,2,15,3,,2,15,3,226500012,THE CRAZY MASON MILKSHAKE BAR,8225,MAIN STREET,ELLICOTT CITY,21043,6/29/2022,314.93333333333334,17.933333333333334,39.26752456571269,-76.79843154,314.93333333333334,17.933333333333334,96
650,2,15,2,,2,15,2,186500038,UMI SUSHI,8167,MAIN STREET,ELLICOTT CITY,21043,12/28/2018,380,0,39.2672515,-76.797262,380,0,64
650,3,8,3,,3,8,3,650500,RANAZUL,6420,FREETOWN ROAD SUITE 120,COLUMBIA,21044-4062,9/2/2008,265.5833333333333,89.91666666666667,39.194886,-76.883458,265.5833333333333,89.91666666666667,163
650,3,3,5,,3,3,5,650422,STONE MILL GOURMET TO GO,10751,FALLS ROAD,LUTHERVILLE ,21093-3619,5/25/2007,327.25,0,39.419999,-76.66981,327.25,0,268
650,2,12,1,,2,12,1,6501084,EUROPE RESTAURANT,4147,LABYRINTH ROAD,BALTIMORE,21215-2202,2/17/2014,321.42333333333335,0,39.3592419,-76.70777212,321.42333333333335,0,76
650,2,12,2,,2,12,2,650639,DAVID CHU'S,7105,REISTERSTOWN ROAD,BALTIMORE ,21215-1424,4/9/2010,305,0,39.363587,-76.71166908,305,0,25
650,2,12,5,,2,12,5,196500001,PUNTA CANA RESTAURANT,1330,REISTERSTOWN ROAD,PIKESVILLE,21208,12/31/2018,0,0,39.3758082,-76.7248187,0,0,18
650,2,12,6,,2,12,6,176500032,BRAVO RESTAURANT,1430,REISTERSTOWN ROAD,PIKESVILLE,21208-3843,12/14/2017,283.39666666666665,0,39.3769146,-76.7255024,283.39666666666665,0,323
650,2,12,3,,2,12,3,186500034,DOMINO'S PIZZA PIKESVILLE #4629,607,REISTERSTOWN ROAD,PIKESVILLE,21208-5115,12/17/2018,195,0,39.369819,-76.7178578,195,0,90
650,3,14,8,,3,14,8,650661,LOS PORTALES,6938,AVIATION BOULEVARD,GLEN BURNIE ,21061-2576,6/11/2010,445,0,39.17533485,-76.64783684,445,0,175
650,3,13,3,,3,13,3,206500011,ROYAL SPICE ,810,NURSERY ROAD,LINTHICUM HEIGHTS,21090-1304,10/20/2020,278.88,35.85,39.22455946002723,-76.66242713,278.88,35.85,57
650,3,13,4,,3,13,4,156500201,TORO BRAVO,802,PINNACLE DRIVE,LINTHICUM HEIGHTS,21090,6/25/2015,315.58,0,39.21604575,-76.67763418,315.58,0,54
650,3,15,1,,3,15,1,650597,WILLY'S RESTAURANT,7271,BALTIMORE ANNAPOLIS BOULEVARD,GLEN BURNIE ,21061,12/21/2009,205.34,0,39.179696,-76.638466,205.34,0,55
650,3,13,5,,3,13,5,186500013,GLORY DAYS GRILL - LINTHICUM,1616,WEST NURSERY ROAD,LINTHICUM HEIGHTS,21090,5/15/2018,1350.9266666666665,880.5666666666666,39.2024611,-76.6832934,1350.9266666666665,880.5666666666666,131
650,2,9,3,,2,9,3,216500028,KABUTO - JOPPA ,8810,WALTHAM WOODS ROAD,PARKVILLE,21234,8/12/2021,374.9033333333333,38.56666666666666,39.400125,-76.541526,374.9033333333333,38.56666666666666,252
650,1,5,4,,1,5,4,650485,VALENTINO'S RESTAURANT,6627,HARFORD ROAD,BALTIMORE,21214-1306,6/4/2008,812.7166666666666,12.716666666666667,39.36275734693877,-76.55232414,812.7166666666666,12.716666666666667,43
650,1,5,5,,1,5,5,156500378,SILVER QUEEN CAFE,5427,HARFORD ROAD,BALTIMORE,21214-2217,10/13/2015,290.36,20.166666666666664,39.35173516,-76.56210951,290.36,20.166666666666664,15
650,1,5,6,,1,5,6,226500032,CAFE CAMPLI,4801,HARFORD ROAD,BALTIMORE,21214-2935,12/5/2022,300.8333333333333,60.833333333333336,39.3446876,-76.56740402,300.8333333333333,60.833333333333336,33
650,2,14,5,,2,14,5,650561,G.L. SHACKS CATONSVILLE,583,FREDERICK ROAD,CATONSVILLE,21228,5/20/2009,600.0766666666666,174.85,39.272648,-76.72835,600.0766666666666,174.85,194
650,2,14,2,,2,14,2,65035326,PHO 1,5764,BALTIMORE NATIONAL PIKE,CATONSVILLE,21228,8/28/2003,302.33666666666664,31.65,39.28775234693877,-76.73352155,302.33666666666664,31.65,388
650,2,14,4,,2,14,4,196500002,THAI HEAVEN RESTAURANT,6413,FREDERICK ROAD,CATONSVILLE,21228-3504,1/7/2019,230,0,39.275203,-76.717772,230,0,157
650,1,7,7,,1,7,7,650892,ROSARIO'S RESTAURANT,7301,PULASKI HIGHWAY,ROSEDALE,21237-2527,5/15/2012,863.9133333333332,0,39.310473,-76.529155,863.9133333333332,0,246
650,1,15,6,,1,15,6,236500006,TUERK HOUSE,730,ASHBURTON STREET,BALTIMORE,21216-4703,1/10/2023,386.2033333333333,0,39.2968731,-76.6616496,386.2033333333333,0,183
650,1,14,7,,1,14,7,216500031,SAKOON INDIAN FUSION,3105 B,ST. PAUL STREET,BALTIMORE,21218,9/7/2021,189,0,39.3171237,-76.6153514,189,0,43
650,1,14,5,,1,14,5,65040034,CHARLES VILLAGE PUB ,3107,SAINT PAUL STREET,BALTIMORE,21218-3841,3/14/2002,272.25666666666666,0,39.32615125,-76.61555284,272.25666666666666,0,13
650,1,14,4,,1,14,4,65086721,TAMBERS NIFTY FIFTY,3327,SAINT PAUL STREET,BALTIMORE,21218-3254,5/16/2006,185,0,39.329088600000006,-76.61568166,185,0,11
650,2,10,6,,2,10,6,166500205,CYPRIANA ,105,WEST 39TH STREET,BALTIMORE,21210,4/28/2016,827.2166666666666,88.21666666666667,39.33564751020408,-76.62062394,827.2166666666666,88.21666666666667,10
650,1,14,3,,1,14,3,226500016,KAJIKEN,7,EAST 33RD STREET,BALTIMORE,21218,7/15/2022,298.45,0,39.32798281632653,-76.61650902,298.45,0,12
650,1,14,6,,1,14,6,236500019,TOKI UNDERGROUND,2731,GREENMOUNT AVENUE,BALTIMORE,21218-4496,6/21/2023,277.18333333333334,31.183333333333334,39.3216132,-76.60929475,277.18333333333334,31.183333333333334,53
650,3,1,3,,3,1,3,186500027,DOMINO'S PIZZA CHAMBERSBURG #4776,1515,LINCOLN WAY EAST,CHAMBERSBURG,17202-3316,9/21/2018,205,0,39.925843,-77.616198,205,0,1060
650,3,1,1,,3,1,1,216500026,LEDO PIZZA OF CHAMBERSBURG,1300,LINCOLN WAY EAST,CHAMBERSBURG,17202,7/12/2021,266.1333333333333,41.13333333333333,39.926722,-77.626236,266.1333333333333,41.13333333333333,9
650,3,1,2,,3,1,2,216500042,DOMINO'S PIZZA CHAMBERSBURG #4775,408,E. QUEEN STREET,CHAMBERSBURG,17201,12/1/2021,244,0,39.93481,-77.65412371,244,0,1101
650,3,1,5,,3,1,5,650942,AKI JAPANESE STEAKHOUSE,1150,CARLISLE STREET,HANOVER,17331,10/17/2012,378.71,0,39.82084230921007,-76.99629061,378.71,0,1232
650,2,1,5,,2,1,5,650512,THE SODA JERK DINER,403,EAST MAIN STREET,HUMMELSTOWN,17036-1861,10/20/2008,750,0,40.26577853105634,-76.69750979,750,0,641
650,2,1,1,,2,1,1,206500013,SIMPLY GREEK,23,BRIARCREST SQUARE,HUMMELSTOWN,17033,10/22/2020,220,0,40.2694437,-76.6713176,220,0,103
650,2,2,2,,2,2,2,246500006,ICHIBAN,1870,FRUITVILLE PIKE,LANCASTER,17601,1/23/2024,142.13333333333333,42.46666666666667,40.072011,-76.32073,142.13333333333333,42.46666666666667,330
650,2,2,1,,2,2,1,216500037,MISSION BBQ - LANCASTER ,2002,FRUITVILLE PIKE,LANCASTER,17601-7200,11/17/2021,875.2533333333332,44.53333333333334,40.075607,-76.324402,875.2533333333332,44.53333333333334,371
650,2,1,3,,2,1,3,196500026,MISSION BBQ - CAMP HILL ,25,NORTH 32ND STREET,MECHANICSBURG,17011-2918,8/12/2019,1053.6333333333332,53.44,40.24076344897959,-76.93477571,1053.6333333333332,53.44,820
650,3,1,4,,3,1,4,216500022,J & J'S ASIAN RESTAURANT ,34,BALTIMORE STREET,GETTYSBURG,17325,7/1/2021,0,0,39.83000295,-77.2308216,0,0,701
650,2,1,4,,2,1,4,176500009,MISSION BBQ HARRISBURG,5045,JONESTOWN ROAD,HARRISBURG,17112-2922,3/29/2017,641.6533333333333,35.626666666666665,40.30812918842734,-76.80440823,641.6533333333333,35.626666666666665,201
650,2,1,2,,2,1,2,196500035,DOMINO'S PIZZA HARRISBURG,479,EISENHOWER BOULEVARD,HARRISBURG,17111-2302,12/17/2019,239,0,40.25009048030922,-76.81355225,239,0,483
650,2,3,5,,2,3,5,196500017,J&B'S GRILL ,14,NORTH MAIN STREET,SHREWSBURY,17361-1322,6/20/2019,216.63666666666668,0,39.7691774,-76.6802365,216.63666666666668,0,547
650,2,4,1,,2,4,1,176500014,ECHO FREZCO SHREWSBURY,634,SHREWSBURY COMMONS AVENUE,SHREWSBURY,17361,4/13/2017,215,0,39.7704283,-76.6700186,215,0,330
650,2,2,4,,2,2,4,196500007,DOMINO'S PIZZA YORK #4785,1539,MOUNT ROSE AVENUE,YORK,17403,1/30/2019,195,0,39.95888293939262,-76.69484773,195,0,237
650,2,3,4,,2,3,4,6501030,MISSION BBQ YORK,970,LOUCKS ROAD,YORK,17404-2273,6/26/2013,1053.6333333333332,53.44,39.97947843505225,-76.75380567,1053.6333333333332,53.44,340
650,2,2,3,,2,2,3,650994,GUADALAJARA RESTAURANT,2600,EAST MARKET STREET,YORK,17402-2425,4/3/2013,215,0,39.975044902757965,-76.67561651,215,0,244
650,2,3,1,,2,3,1,186500032,DOMINO'S PIZZA YORK  #4778,930,SOUTH RICHLAND AVENUE,YORK,17403,12/17/2018,269.42333333333335,0,39.94343837763737,-76.74044653,269.42333333333335,0,57
650,2,3,3,,2,3,3,186500033,DOMINO'S PIZZA YORK #4783,351,LOUCKS ROAD,YORK,17404,12/17/2018,319.84,0,39.9847061,-76.7410469,319.84,0,43
650,2,3,2,,2,3,2,176500027,DISTRICT THAI,1057,NORTH GEORGE STREET,YORK,17404,9/8/2017,271.25,31.25,39.97752041,-76.73297913,271.25,31.25,46
650,2,2,5,,2,2,5,236500024,AA TO ZZ CHILD CARE,215,SAINT CHARLES WAY,YORK,17402-4643,9/11/2023,165.7,0,39.92731292656178,-76.69473382,165.7,0,49
650,3,3,1,,3,3,1,166500222,KECCO'S NEOPOLITAN,114,WESTMINSTER PIKE,REISTERSTOWN,21136,7/15/2016,368.16666666666663,51.75,39.4735969,-76.8332564,368.16666666666663,51.75,522
650,3,4,2,,3,4,2,156500214,MESSIAH COMMUNITY CHURCH,909,BERRYMANS LANE,REISTERSTOWN,21136-6010,6/29/2015,0,0,39.43243285,-76.83481175,0,0,151
650,3,4,1,,3,4,1,176500013,LA TOLTECA OWINGS MILLS,11515,REISTERSTOWN ROAD,OWINGS MILLS,21117-1815,4/13/2017,216.01,0,39.43892681818182,-76.8039097,216.01,0,46
650,1,6,8,,1,6,8,6501022,KABUTO,8813,PULASKI HIGHWAY,ESSEX,21221,6/10/2013,577.5666666666666,0,39.337309,-76.47892,577.5666666666666,0,181
650,2,11,6,,2,11,6,650866,YAMA SUSHI BAR BALTIMORE,1030,WEST 41ST STREET,BALTIMORE,21211,1/13/2012,262.2333333333333,0,39.33763438455957,-76.63480241,262.2333333333333,0,132
650,2,12,4,,2,12,4,65094406,MR CHAN'S SZECHUAN REST,1000,REISTERSTOWN ROAD,PIKESVILLE,21208-4206,3/6/2001,60,0,39.3728077,-76.7217617,60,0,73
650,2,10,5,,2,10,5,196500027,A1 SUSHI,438,E BELVEDERE AVE,BALTIMORE,21212,8/29/2019,0,0,39.36419053061225,-76.61104169,0,0,104
650,2,11,5,,2,11,5,186500012,18-8 SUSHI,727,WEST 40TH STREET,BALTIMORE,21211,5/3/2018,215,0,39.3351418,-76.62986254,215,0,118
650,2,11,4,,2,11,4,6503727,THE WINE SOURCE,3601,ELM AVENUE,BALTIMORE,21211-2402,11/1/2001,145.28333333333333,0,39.331704,-76.631168,145.28333333333333,0,37
650,2,10,8,,2,10,8,166500233,FIVE AND DIME ALE HOUSE,901,WEST 36TH STREET,BALTIMORE,21211,9/19/2016,0,0,39.33084435,-76.63136539,0,0,3
650,2,11,3,,2,11,3,65093180,SUZIE'S SOBA,1009,WEST 36TH STREET,BALTIMORE,21211-2416,7/14/1998,0,0,39.330878600000005,-76.63302681,0,0,5
650,2,7,1,,2,7,1,650768,CAFE SPICE INDIA CUISINE,10540,YORK ROAD,COCKEYSVILLE,21030,3/15/2011,334.4233333333333,0,39.47741595,-76.64338606,334.4233333333333,0,156
650,2,11,2,,2,11,2,650387,GOLDEN WEST ,1105,WEST 36TH STREET,BALTIMORE,21211,12/12/2006,903.4766666666666,147.7,39.330868550000005,-76.63400149,903.4766666666666,147.7,164
650,2,11,1,,2,11,1,216500039,GRANO PASTA BAR,1031,W 36TH ST,BALTIMORE,21210,11/1/2021,244.5333333333333,0,39.33101651020408,-76.63308118,244.5333333333333,0,164
650,1,14,2,,1,14,2,156500396,COSIMA,3000,FALLS ROAD,BALTIMORE,21211,11/4/2015,896.0433333333332,315.8,39.3227112,-76.6305328,896.0433333333332,315.8,12
650,2,11,7,,2,11,7,206500003,THE WINE COLLECTIVE,1700,WEST 41ST STREET,BALTIMORE,21211-1431,1/17/2020,440,0,39.335269,-76.64360565,440,0,209
650,1,13,8,,1,13,8,236500018,BE.BIM KOREAN BBQ,301,WEST 29TH STREET,BALTIMORE,21211-2910,6/19/2023,240,0,39.3217098,-76.6221426,240,0,23
650,2,10,7,,2,10,7,166500242,DYLAN'S OYSTER CELLAR,3601,CHESTNUT AVENUE,BALTIMORE,21211-2530,10/25/2016,212.08,0,39.33135175,-76.62914812,212.08,0,14
650,2,10,3,,2,10,3,650502,HOUSE OF KABOB,8025,HARFORD ROAD,PARKVILLE,21234,9/4/2008,224.11666666666665,9.116666666666667,39.3758319,-76.540707,224.11666666666665,9.116666666666667,55
650,1,5,7,,1,5,7,246500008,JUICY KING CRAB,7916,BELAIR ROAD,NOTTINGHAM,21236,2/27/2024,0,0,39.373811,-76.5117344,0,0,59
650,2,9,5,,2,9,5,650723,REMO'S OF N.Y.,8811,WALTHAM WOODS ROAD,PARKVILLE,21234,1/1/2011,254.98333333333332,0,39.400206496000585,-76.54101791,254.98333333333332,0,32
650,2,9,4,,2,9,4,65094668,LUCKY INN RESTAURANT,8924,WALTHAM WOODS ROAD,PARKVILLE,21234,7/18/1990,225,0,39.402413,-76.53978,225,0,39
650,2,10,2,,2,10,2,156500024,EL TROVADOR MERCADO LATINO,2523,PUTTY HILL AVENUE,PARKVILLE,21234-4307,2/4/2015,220.35666666666665,0,39.3890829,-76.5427335,220.35666666666665,0,111
650,2,9,6,,2,9,6,65093551,EL SALTO PARKVILLE,8816,WALTHAM WOODS ROAD,PARKVILLE,21234-2402,4/20/1999,271.95,0,39.40031632710912,-76.54119231,271.95,0,317
650,2,10,1,,2,10,1,206500010,URBAN CRAB SHACK,1991,EAST JOPPA ROAD,PARKVILLE,21234-2733,9/16/2020,618.4766666666666,70.95,39.3975674,-76.5437089,618.4766666666666,70.95,3
650,2,9,2,,2,9,2,246500001,BIRRIA LOVE,1742,EAST JOPPA ROAD,PARKVILLE,21234-3620,1/9/2024,82,0,39.3987508,-76.5591224,82,0,248
650,1,12,8,,1,12,8,226500023,ROSINA'S GOURMET,300,EAST LOMBARD STREET,BALTIMORE,21202-3219,9/27/2022,297,0,39.287978,-76.610647,297,0,127
650,2,17,3,,2,17,3,246500005,BLACK FLAG SOCIAL HOUSE,2050,MARRIOTTSVILLE ROAD,MARRIOTTSVILLE,21104,1/9/2024,608.5366666666666,133.61666666666665,39.313687361359534,-76.8986248,608.5366666666666,133.61666666666665,248
650,2,17,5,,2,17,5,166500231,ASIAN COURT,11105,RESORT ROAD,ELLICOTT CITY,21042,8/31/2016,324.48333333333335,0,39.29930595,-76.89746455,324.48333333333335,0,135
650,2,17,4,,2,17,4,156500138,PAPER LANTERN ,2020,MARRIOTTSVILLE ROAD,MARRIOTTSVILLE,21104,4/27/2015,230,0,39.31613595,-76.89955723,230,0,17
650,3,9,1,,3,9,1,216500003,KUNG FU TEA,14708,BALTIMORE AVENUE,LAUREL,20707-5008,1/4/2021,0,0,39.0940655,-76.85785456,0,0,166
650,1,5,1,,1,5,1,650944,MISSION BBQ NOTTINGHAM,4132,EAST JOPPA ROAD,NOTTINGHAM,21236,10/22/2012,755.71,233.5933333333333,39.399879,-76.482713,755.71,233.5933333333333,230
650,2,8,8,,2,8,8,226500026,LEDO PIZZA TOWSON,1238,PUTTY HILL AVE STE 104,TOWSON,21286,9/28/2022,339.6166666666666,94.61666666666666,39.393822,-76.58336,339.6166666666666,94.61666666666666,81
650,2,8,3,,2,8,3,206500014,MISSION BBQ - TOWSON,740,YORK ROAD,TOWSON,21204-2503,11/5/2020,778.97,147.24,39.4055607,-76.6073843,778.97,147.24,19
650,2,12,8,,2,12,8,166500235,MISSION BBQ OWINGS MILLS,10140,REISTERSTOWN ROAD,OWINGS MILLS,21117-3815,9/23/2016,738.9566666666666,107.22666666666666,39.415009924494775,-76.77378754,738.9566666666666,107.22666666666666,135
650,2,15,1,,2,15,1,65093711,DOUBLE T DINER - CATONSVILLE,6300,BALTIMORE NATIONAL PIKE,CATONSVILLE,21228-3901,10/5/1999,1715.4233333333332,541.7,39.283963,-76.754584,1715.4233333333332,541.7,166
650,1,5,2,,1,5,2,6501006,THE ALL AMERICAN STEAKHOUSE,3615,EAST JOPPA ROAD,PARKVILLE,21234,5/1/2013,1202.14,180.33333333333331,39.395068,-76.500756,1202.14,180.33333333333331,236
650,1,10,8,,1,10,8,196500008,SWEETGREEN - HARBOR EAST,1306,FLEET STREET,BALTIMORE,21231,1/30/2019,1054.9733333333331,706.6466666666666,39.28439665306123,-76.59897027,1054.9733333333331,706.6466666666666,151
650,2,13,1,,2,13,1,650554,KAVKAZ KEBAB,10902,BOULEVARD CIRCLE,OWINGS MILLS,21117,6/1/2009,215,0,39.42596219920029,-76.77940242,215,0,222
650,2,13,2,,2,13,2,156500358,EDOMAE SUSHI,10995,OWINGS MILLS BOULEVARD,OWINGS MILLS,21117,9/15/2015,205,0,39.4263431,-76.7794245,205,0,71
650,2,13,4,,2,13,4,156500029,LEDO PIZZA OF OWINGS MILLS,9706,GROFFS MILL DRIVE,OWINGS MILLS,21117,2/13/2015,210,0,39.40483292857143,-76.81014826,210,0,26
650,2,13,6,,2,13,6,186500035,DOMINO'S PIZZA RANDALLSTOWN #4696,3502,BRENBROOK DRIVE,RANDALLSTOWN,21133-4902,12/17/2018,195,0,39.3626936,-76.7869732,195,0,86
650,2,13,3,,2,13,3,236500004,AKIRA RAMEN - OWINGS MILLS,10200,MILL RUN CIRCLE,OWINGS MILLS,21117,1/18/2023,225,0,39.404811,-76.79106,225,0,72
650,2,13,5,,2,13,5,236500007,NOT JUST CRAB,8731,LIBERTY ROAD,RANDALLSTOWN,21133,2/10/2023,481.0566666666667,0,39.3636976,-76.7860878,481.0566666666667,0,17
650,2,8,1,,2,8,1,650399,BLUE STONE RESTAURANT,11,WEST AYLESBURY ROAD,TIMONIUM,21093-4102,2/16/2007,2518.503333333333,0,39.4338621,-76.6281895,2518.503333333333,0,159
650,3,3,4,,3,3,4,650946,MICHAEL'S CAFE,2119,YORK ROAD,TIMONIUM,21093-3110,11/2/2012,3047.01,1025.9166666666665,39.44194972,-76.62697112,3047.01,1025.9166666666665,345
650,3,10,2,,3,10,2,65052084,NOTTINGHAM'S,8850,STANFORD BOULEVARD,COLUMBIA,21045,7/10/2006,905.8,211.33333333333334,39.19044255,-76.81524209,905.8,211.33333333333334,324
650,3,10,3,,3,10,3,650856,THE MANGO GROVE RESTAURANT,8865,STANFORD BOULEVARD,COLUMBIA,21045,12/1/2011,262.5,0,39.1909771,-76.81815554,262.5,0,63
650,3,10,1,,3,10,1,650494,ANLOI RESTAURANT,7104,MINSTREL WAY,COLUMBIA,21045-5539,7/29/2008,337.89,0,39.1773963,-76.8423714,337.89,0,324
650,3,13,8,,3,13,8,650810,RANGOLI RESTAURANT,7791,ARUNDEL MILLS BOULEVARD,HANOVER,21076,8/15/2011,678.68,157.13333333333333,39.15385192886801,-76.7425567,678.68,157.13333333333333,90
650,3,14,1,,3,14,1,196500030,MAI DRAGON,2647,ANNAPOLIS ROAD,HANOVER,21076-1262,10/4/2019,250.23333333333335,0,39.13380115570784,-76.74412965,250.23333333333335,0,67
650,3,13,7,,3,13,7,226500001,TOMO ASIAN CUISINE,7698,DORCHESTER BOULEVARD,HANOVER,21076-1946,1/18/2022,240,0,39.1546706,-76.7424557,240,0,98
650,3,9,3,,3,9,3,226500005,CHOPS BY RERA,10983,GUILFORD ROAD,JESSUP,20701,4/18/2022,174.89333333333332,0,39.130231,-76.79019,174.89333333333332,0,123
650,3,11,5,,3,11,5,226500024,NORA'S KABOB COLUMBIA,10300,LITTLE PATUXENT PARKWAY,COLUMBIA,21044,9/5/2022,280.7,40.7,39.2158379,-76.85999539,280.7,40.7,115
650,3,9,6,,3,9,6,236500025,FLAVORS OF INDIA,7185,COLUMBIA GATEWAY DRIVE,COLUMBIA,21046,9/11/2023,246,0,39.1834423,-76.80500411,246,0,11
650,3,13,1,,3,13,1,65022116,CHOPSTIXX CAFE,7260,MONTGOMERY ROAD,ELKRIDGE,21075-9100,9/10/2006,225,0,39.20869344,-76.72840905,225,0,332
650,3,12,8,,3,12,8,186500001,LEDO PIZZA OF ELKRIDGE,7190,TROY HILL DRIVE,ELKRIDGE,21075-7055,1/23/2018,598.7633333333333,271.76666666666665,39.1943167,-76.7498708,598.7633333333333,271.76666666666665,72
