BR,RT,DAY,STOP,NEW BR,NEW RT,NEW DAY,NEW STOP,CUST,CUST NAME,HOUSE NUMBER,ADDRESS,CITY,ZIP,EST DATE,BIG 5 AVG,COMP AVG,Latitude,Longitude,Machine,Companion,Stop ID
650.0,3,12,06,650.0,3,12,06,650810.0,RANGOLI RESTAURANT,7791,ARUNDEL MILLS BOULEVARD,HANOVER,21076,08/15/2011,596.86,102.97,39.15385192886801,-76.74255669836502,596.86,102.97,312
650.0,3,12,07,650.0,3,12,07,196500030.0,MAI DRAGON,2647,ANNAPOLIS ROAD,HANOVER,21076-1262,10/04/2019,245.51,0.0,39.13380115570784,-76.7441296487637,245.51,0.0,313
650.0,3,13,07,650.0,3,13,07,236500016.0,PHO 5UP - ODENTON,2288,BLUE WATER BLVD ,ODENTON,21113,05/04/2023,246.0,0.0,39.10181955,-76.71869130196436,246.0,0.0,314
650.0,3,13,08,650.0,3,13,08,236500027.0,THE ALL AMERICAN STEAKHOUSE - ODENTON,1502,ANNAPOLIS ROAD,ODENTON,21113-1001,09/28/2023,1220.2,256.2,39.09700004092381,-76.720449193036,1220.2,256.2,315
650.0,3,13,09,650.0,3,13,09,65077242.0,HUNAN L' ROSE RESTAURANT,1131,ANNAPOLIS ROAD,ODENTON,21113,04/24/2006,378.96,0.0,39.08087262192928,-76.6885057241102,378.96,0.0,316
650.0,3,13,10,650.0,3,13,10,166500224.0,THREE BROTHERS ITALIAN RESTAURANT ODENTON,1139,ANNAPOLIS ROAD,ODENTON,21113,07/20/2016,349.49,20.83,39.08105089240486,-76.68879927616,349.49,20.83,317
650.0,3,13,11,650.0,3,13,11,6502791.0,FORTUNE COOKY RESTAURANT,7978,CRAIN HIGHWAY SOUTH,GLEN BURNIE ,21061,01/26/2006,231.77,0.0,39.131330380952384,-76.63882647619047,231.77,0.0,318
650.0,3,13,12,650.0,3,13,12,650780.0,FRIENDLY'S CRAIN HIGHWAY,412,CRAIN HIGHWAY SOUTH,GLEN BURNIE,21061-3645,04/19/2011,163.16,54.25,39.159217155840864,-76.62832334706331,163.16,54.25,319
650.0,3,13,13,650.0,3,13,13,650661.0,LOS PORTALES,6938,AVIATION BOULEVARD,GLEN BURNIE ,21061-2576,06/11/2010,470.1,0.0,39.17533485,-76.64783684218702,470.1,0.0,320
650.0,3,13,14,650.0,3,13,14,650597.0,WILLY'S RESTAURANT,7271,BALTIMORE ANNAPOLIS BOULEVARD,GLEN BURNIE ,21061,12/21/2009,217.05,0.0,39.179696,-76.638466,217.05,0.0,321
650.0,3,14,02,650.0,3,14,02,166500232.0,LAS ESPERANZAS CAFÉ 2,5725,RITCHIE HIGHWAY,BROOKLYN PARK,21225-3645,09/15/2016,377.69,0.0,39.21745259183673,-76.6144668877551,377.69,0.0,322
650.0,3,14,03,650.0,3,14,03,65092646.0,EL SALTO BALTIMORE,5513,RITCHIE HIGHWAY,BROOKLYN,21225-3470,05/15/1997,622.47,36.47,39.220309102040815,-76.6141615,622.47,36.47,323
650.0,3,14,04,650.0,3,14,04,6501057.0,LITTLE INDIA CAFE,20,EAST ORDNANCE ROAD,GLEN BURNIE ,21060,09/24/2013,334.58,45.58,39.19361877298917,-76.61210225835501,334.58,45.58,324
650.0,3,14,05,650.0,3,14,05,650616.0,LEDO PIZZA OF GLEN BURNIE,16,EAST ORDNANCE ROAD,GLEN BURNIE ,21060,02/23/2010,334.48,96.15,39.19361860121379,-76.61217131205389,334.48,96.15,325
650.0,3,14,06,650.0,3,14,06,6501032.0,YAMA SUSHI BAR GLEN BURNIE,6714,RITCHIE HIGHWAY,GLEN BURNIE ,21061-2870,07/17/2013,284.31,0.0,39.19199580392065,-76.61375782833552,284.31,0.0,326
650.0,3,14,07,650.0,3,14,07,226500010.0,MI PUEBLITO,6914,RITCHIE HWY,GLEN BURNIE ,21061,06/09/2022,616.88,0.0,39.18628024320308,-76.6130124038481,616.88,0.0,327
650.0,3,14,08,650.0,3,14,08,650782.0,FRIENDLY'S RITCHIE HIGHWAY,7134,RITCHIE HIGHWAY,GLEN BURNIE ,21061-2904,04/19/2011,213.55,79.44,39.17903824,-76.6154626,213.55,79.44,328
650.0,3,14,09,650.0,3,14,09,146500170.0,SAKE JAPANESE RESTAURANT & SUSHI BAR,7315,GOVERNOR RITCHIE HIGHWAY,GLEN BURNIE ,21061-3104,09/18/2014,540.09,0.0,39.17061075,-76.620399,540.09,0.0,329
650.0,3,15,01,650.0,3,15,01,650924.0,EAST MOON ASIAN BISTRO & SUSHI,7400,RITCHIE HIGHWAY,GLEN BURNIE ,21061,08/08/2012,210.0,0.0,39.167362,-76.622206,210.0,0.0,330
650.0,3,15,02,650.0,3,15,02,176500028.0,MALI THAI RESTAURANT,7477,BALTIMORE ANNAPOLIS BOULEVARD,GLEN BURNIE ,21061,09/08/2017,210.0,0.0,39.16402421230792,-76.6239972123079,210.0,0.0,331
650.0,3,15,03,650.0,3,15,03,650649.0,MI PUEBLO,7556,RITCHIE HIGHWAY,GLEN BURNIE ,21061-3717,05/05/2010,474.61,0.0,39.16054213873699,-76.62059097260442,474.61,0.0,332
650.0,3,15,04,650.0,3,15,04,216500005.0,CRAZY CRAB,805,AQUAHART ROAD,GLEN BURNIE ,21061-3968,01/14/2021,652.31,165.48,39.15259581632653,-76.61733146938776,652.31,165.48,333
650.0,3,15,05,650.0,3,15,05,146500247.0,MISSION BBQ GLEN BURNIE,7748,RITCHIE HIGHWAY,GLEN BURNIE ,21061-4378,11/25/2014,1168.18,542.4,39.15168965,-76.61402915510558,1168.18,542.4,334
650.0,3,16,01,650.0,3,16,01,186500005.0,VILLA FLORES RESTAURANT,7693,BALTIMORE ANNAPOLIS BOULEVARD,GLEN BURNIE ,21060-7554,02/22/2018,316.42,0.0,39.15337984015706,-76.59669744153275,316.42,0.0,335
650.0,3,16,02,650.0,3,16,02,65094262.0,SAKURA OF GLEN BURNIE,34,MOUNTAIN ROAD,GLEN BURNIE ,21060-7974,12/05/2000,613.96,301.58,39.13564852950231,-76.59475004294916,613.96,301.58,336
650.0,3,16,03,650.0,3,16,03,166500126.0,GENERAL HOUSE,60,MOUNTAIN ROAD,GLEN BURNIE ,21060-7974,03/10/2016,230.0,0.0,39.13544796868857,-76.59333806739536,230.0,0.0,337
650.0,3,16,04,650.0,3,16,04,186500003.0,BONCHON PASADENA,8159,RITCHIE HIGHWAY,PASADENA,21122,01/30/2018,240.17,0.0,39.12077170926556,-76.58461367802965,240.17,0.0,338
650.0,3,16,05,650.0,3,16,05,650918.0,PICANTILLO,4590,MOUNTAIN ROAD,PASADENA,21122-5330,08/14/2012,355.51,0.0,39.10715825711253,-76.48596987108863,355.51,0.0,339
650.0,3,16,06,650.0,3,16,06,6501026.0,MI PUEBLO II,554,GOVERNOR RITCHIE HIGHWAY,SEVERNA PARK ,21146,06/27/2013,655.43,0.0,39.077043456521736,-76.54516632608696,655.43,0.0,340
650.0,3,16,07,650.0,3,16,07,216500007.0,PASSION ASIAN BISTRO,25,MAGOTHY BEACH ROAD,PASADENA,21122-4461,02/11/2021,268.85,0.0,39.12103763930174,-76.51730501904332,268.85,0.0,341
650.0,3,17,01,650.0,3,17,01,206500012.0,ROMILOS,478A,RITCHIE HIGHWAY,SEVERNA PARK ,21146,10/21/2020,320.31,0.0,39.081598,-76.550917,320.31,0.0,342
650.0,3,17,02,650.0,3,17,02,650615.0,N.M. CARROLL MANOR,701,NORTH ARLINGTON AVENUE,BALTIMORE,21217-2455,03/01/2010,335.0,0.0,39.29712945,-76.63546907523221,335.0,0.0,343
650.0,3,17,03,650.0,3,17,03,65078800.0,GLORY DAYS GRILL - GLEN BURNIE,7939,RITCHIE HIGHWAY,GLEN BURNIE ,21060,12/20/2002,1608.45,968.5,39.13702395,-76.59850284122656,1608.45,968.5,344
650.0,3,17,04,650.0,3,17,04,196500036.0,EAST WEST BISTRO ,8151,RITCHIE HIGHWAY,PASADENA,21122,12/12/2019,427.39,45.35,39.120951969670585,-76.58477950531876,427.39,45.35,345
650.0,3,17,05,650.0,3,17,05,236500026.0,PHO DENA ,4141,MOUNTAIN ROAD,PASADENA,21122-4455,09/21/2023,246.0,0.0,39.122646586953856,-76.51645379960941,246.0,0.0,346
650.0,3,17,06,650.0,3,17,06,650691.0,FRIENDLY'S PASADENA,4189,MOUNTAIN ROAD,PASADENA,21122,08/24/2010,204.45,74.89,39.12245557852816,-76.51562643658276,204.45,74.89,347
650.0,3,17,07,650.0,3,17,07,6501010.0,LIFE PHO,484,RITCHIE HIGHWAY,SEVERNA PARK ,21146,05/07/2013,309.98,0.0,39.084673,-76.552625,309.98,0.0,348
650.0,3,18,02,650.0,3,18,02,216500023.0,APRIL'S TABLE ,544,BALTIMORE ANNAPOLIS BOULEVARD,SEVERNA PARK,21146,07/01/2021,260.0,0.0,39.07466443302522,-76.54850919913092,260.0,0.0,349
650.0,3,18,03,650.0,3,18,03,216500036.0,THE SOCIAL ,139,RITCHIE HIGHWAY,SEVERNA PARK ,21146,10/07/2021,407.81,0.0,39.101924,-76.565523,407.81,0.0,350
,0,0,,,0,0,,,,,,,,,,,,,,,351
