BR,RT,DAY,STOP,NEW BR,NEW RT,NEW DAY,NEW STOP,CUST,CUST NAME,HOUSE NUMBER,ADDRESS,CITY,ZIP,EST DATE,BIG 5 AVG,COMP AVG,Latitude,Longitude,Machine,Companion,Stop ID,NEW DIST
650,2,11,3,,10.0,1,3,236500022,LOS AZTECAS II,1604,RIDGESIDE DRIVE,MT AIRY,21771-5240,2023-07-19 00:00:00,523.7266666666666,0.0,39.36351145747056,-77.1631138482343,523.7266666666666,0.0,124,2.0
650,2,10,1,,49.0,1,1,216500006,PHO 5UP,11200,SCAGGSVILLE ROAD,LAUREL,20723,2021-02-03 00:00:00,237.32333333333332,0.0,39.146139,-76.903038,237.32333333333332,0.0,125,0.0
650,2,10,2,,49.0,1,2,6501075,GINZA OF TOKYO,7530,MONTPELIER ROAD,LAUREL,20723,2014-01-20 00:00:00,299.5566666666667,0.0,39.160817858143,-76.89267848301587,299.5566666666667,0.0,126,19.0
650,1,9,2,,48.0,2,2,650796,ASIAN PALACE,10801,HICKORY RIDGE ROAD,COLUMBIA,21044,2011-06-08 00:00:00,246.5933333333333,0.0,39.20951865,-76.885607,246.5933333333333,0.0,127,0.0
650,1,2,4,,21.0,1,4,206500001,AKIRA RAMEN - COLUMBIA ,10101,TWIN RIVERS ROAD,COLUMBIA,21044,2020-01-15 00:00:00,522.1033333333334,36.46666666666667,39.21538030128092,-76.86498975396958,522.1033333333334,36.46666666666667,128,11.0
650,1,2,5,,21.0,1,5,186500020,BONCHON COLUMBIA,10100,TWIN RIVERS ROAD,COLUMBIA,21044,2018-07-03 00:00:00,315.6166666666667,49.88333333333333,39.215878,-76.8650884,315.6166666666667,49.88333333333333,129,1.0
650,1,2,6,,21.0,1,6,206500002,URBAN HOT POT ,10100,TWIN RIVERS ROAD,COLUMBIA,21044,2020-01-15 00:00:00,373.41666666666663,76.15,39.215878,-76.8650884,373.41666666666663,76.15,130,1.0
650,1,2,7,,21.0,1,7,246500004,TAKUMI SUSHI & BAR - COLUMBIA,10300,LITTLE PATUXENT PARKWAY,COLUMBIA,21044,2024-01-09 00:00:00,0.0,0.0,39.2158379,-76.85999538624932,0.0,0.0,131,5.0
650,3,13,4,,32.0,1,4,6501076,IHOP JESSUP,7351,ASSATEAGUE DRIVE,JESSUP,20794,2014-01-29 00:00:00,179.16666666666666,89.58333333333333,39.1693664,-76.7865912,179.16666666666666,89.58333333333333,132,42.0
650,3,4,6,,23.0,1,6,176500030,IHOP COLUMBIA,8825,CENTRE PARK DRIVE,COLUMBIA,21045-2134,2017-11-24 00:00:00,171.58666666666664,85.79333333333332,39.22741605471845,-76.81483105386755,171.58666666666664,85.79333333333332,133,35.0
650,1,2,3,,21.0,1,3,216500014,DOK KHAO THAI EATERY,6000,MERRIWEATHER DRIVE,COLUMBIA,21044-3744,2021-04-16 00:00:00,854.4766666666666,71.7,39.206636,-76.8618812,854.4766666666666,71.7,134,1.0
650,1,2,2,,21.0,1,2,236500002,PETER CHANG,6000,MERRIWEATHER DRIVE,COLUMBIA,21044-3744,2023-01-02 00:00:00,618.2,0.0,39.206636,-76.8618812,618.2,0.0,135,1.0
650,1,2,1,,21.0,1,1,236500014,CLOVE & CARDAMOM,6000,MERRIWEATHER DRIVE,COLUMBIA,21044,2023-05-08 00:00:00,204.72666666666666,0.0,39.206636,-76.8618812,204.72666666666666,0.0,136,0.0
650,3,13,3,,32.0,1,3,166500223,BLACK FLAG BREWING COMPANY,9315,SNOWDEN RIVER PARKWAY,COLUMBIA,21046,2016-07-19 00:00:00,240.68333333333334,10.683333333333334,39.1744335,-76.83421667211897,240.68333333333334,10.683333333333334,137,8.0
650,3,13,1,,32.0,1,1,226500015,LOST ARK DISTILLING,9570,BERGER ROAD,COLUMBIA,21046,2022-07-11 00:00:00,259.0,0.0,39.1732566,-76.84434150986478,259.0,0.0,138,0.0
650,2,20,2,,19.0,1,2,166500220,THE HIDEOUT,9855,WASHINGTON BOULEVARD NORTH,LAUREL,20707,2016-07-08 00:00:00,538.85,74.85,39.115075,-76.832013,538.85,74.85,139,33.0
650,2,20,5,,19.0,1,5,65077242,HUNAN L' ROSE RESTAURANT,1131,ANNAPOLIS ROAD,ODENTON,21113,2006-04-24 00:00:00,376.43,0.0,39.08087262192928,-76.6885057241102,376.43,0.0,140,33.0
650,2,20,1,,19.0,2,1,166500224,THREE BROTHERS ITALIAN RESTAURANT ODENTON,1139,ANNAPOLIS ROAD,ODENTON,21113,2016-07-20 00:00:00,334.2966666666666,10.416666666666666,39.08105089240486,-76.68879927616,334.2966666666666,10.416666666666666,141,1.0
650,2,20,4,,19.0,1,4,236500027,THE ALL AMERICAN STEAKHOUSE - ODENTON,1502,ANNAPOLIS ROAD,ODENTON,21113-1001,2023-09-28 00:00:00,1155.3166666666666,191.31666666666666,39.09700004092381,-76.720449193036,1155.3166666666666,191.31666666666666,142,71.0
650,2,20,2,,19.0,2,2,236500016,PHO 5UP - ODENTON,2288,BLUE WATER BLVD ,ODENTON,21113,2023-05-04 00:00:00,246.0,0.0,39.10181955,-76.71869130196436,246.0,0.0,143,0.0
650,3,2,1,,41.0,1,1,6502791,FORTUNE COOKY RESTAURANT,7978,CRAIN HIGHWAY SOUTH,GLEN BURNIE ,21061,2006-01-26 00:00:00,226.76,0.0,39.131330380952384,-76.63882647619047,226.76,0.0,144,0.0
650,3,7,1,,26.0,2,1,650780,FRIENDLY'S CRAIN HIGHWAY,412,CRAIN HIGHWAY SOUTH,GLEN BURNIE,21061-3645,2011-04-19 00:00:00,81.58,27.123333333333335,39.159217155840864,-76.62832334706331,81.58,27.123333333333335,145,15.0
650,3,1,5,,20.0,1,5,650924,EAST MOON ASIAN BISTRO & SUSHI,7400,RITCHIE HIGHWAY,GLEN BURNIE ,21061,2012-08-08 00:00:00,210.0,0.0,39.167362,-76.622206,210.0,0.0,146,8.0
650,3,2,2,,41.0,1,2,176500028,MALI THAI RESTAURANT,7477,BALTIMORE ANNAPOLIS BOULEVARD,GLEN BURNIE ,21061,2017-09-08 00:00:00,210.0,0.0,39.16402421230792,-76.6239972123079,210.0,0.0,147,39.0
650,3,7,3,,26.0,1,3,650691,FRIENDLY'S PASADENA,4189,MOUNTAIN ROAD,PASADENA,21122,2010-08-24 00:00:00,102.22666666666666,37.446666666666665,39.12245557852816,-76.51562643658276,102.22666666666666,37.446666666666665,148,3.0
650,3,7,4,,26.0,1,4,236500026,PHO DENA ,4141,MOUNTAIN ROAD,PASADENA,21122-4455,2023-09-21 00:00:00,164.0,0.0,39.122646586953856,-76.51645379960941,164.0,0.0,149,1.0
650,3,1,7,,20.0,1,7,650782,FRIENDLY'S RITCHIE HIGHWAY,7134,RITCHIE HIGHWAY,GLEN BURNIE ,21061-2904,2011-04-19 00:00:00,132.1233333333333,65.07,39.17903824,-76.6154626,132.1233333333333,65.07,150,11.0
650,3,1,6,,20.0,1,6,146500170,SAKE JAPANESE RESTAURANT & SUSHI BAR,7315,GOVERNOR RITCHIE HIGHWAY,GLEN BURNIE ,21061-3104,2014-09-18 00:00:00,496.5433333333333,0.0,39.17061075,-76.620399,496.5433333333333,0.0,151,4.0
650,3,1,4,,20.0,1,4,650649,MI PUEBLO,7556,RITCHIE HIGHWAY,GLEN BURNIE ,21061-3717,2010-05-05 00:00:00,450.58666666666664,0.0,39.16054213873699,-76.62059097260442,450.58666666666664,0.0,152,10.0
650,3,1,8,,20.0,1,8,226500010,MI PUEBLITO,6914,RITCHIE HWY,GLEN BURNIE ,21061,2022-06-09 00:00:00,603.4966666666667,0.0,39.18628024320308,-76.6130124038481,603.4966666666667,0.0,153,0.0
650,1,11,5,,30.0,1,5,186500005,VILLA FLORES RESTAURANT,7693,BALTIMORE ANNAPOLIS BOULEVARD,GLEN BURNIE ,21060-7554,2018-02-22 00:00:00,299.92333333333335,0.0,39.15337984015706,-76.59669744153275,299.92333333333335,0.0,154,0.0
650,1,3,7,,42.0,1,7,650496,CITY VIEW RESTAURANT,6700,SECURITY BOULEVARD,WOODLAWN,21207-4038,2008-07-21 00:00:00,486.2,42.2,39.3130592,-76.7414199,486.2,42.2,155,0.0
650,3,5,1,,44.0,1,1,236500029,EDEN SPORTS BAR & GRILL,1401,BLOOMFIELD AVENUE,BALTIMORE,21227-1076,2023-12-15 00:00:00,73.0,0.0,39.261813,-76.666579,73.0,0.0,156,0.0
650,1,3,6,,42.0,1,6,650928,LAS VEGAS OF WOODLAWN,7091,SECURITY BOULEVARD,WOODLAWN,21244-2562,2012-09-11 00:00:00,240.0,0.0,39.31315761026151,-76.75389823625224,240.0,0.0,157,28.0
650,3,4,7,,23.0,1,7,226500012,THE CRAZY MASON MILKSHAKE BAR,8225,MAIN STREET,ELLICOTT CITY,21043,2022-06-29 00:00:00,314.93333333333334,17.933333333333334,39.26752456571269,-76.79843154164158,314.93333333333334,17.933333333333334,158,47.0
650,3,4,8,,23.0,1,8,186500038,UMI SUSHI,8167,MAIN STREET,ELLICOTT CITY,21043,2018-12-28 00:00:00,380.0,0.0,39.2672515,-76.797262,380.0,0.0,159,0.0
650,1,9,1,,48.0,2,1,650500,RANAZUL,6420,FREETOWN ROAD SUITE 120,COLUMBIA,21044-4062,2008-09-02 00:00:00,265.5833333333333,89.91666666666667,39.194886,-76.883458,265.5833333333333,89.91666666666667,160,65.0
650,2,4,4,,43.0,1,4,650422,STONE MILL GOURMET TO GO,10751,FALLS ROAD,LUTHERVILLE ,21093-3619,2007-05-25 00:00:00,327.25,0.0,39.419999,-76.66981,327.25,0.0,161,56.0
650,2,1,8,,40.0,1,8,6501084,EUROPE RESTAURANT,4147,LABYRINTH ROAD,BALTIMORE,21215-2202,2014-02-17 00:00:00,321.42333333333335,0.0,39.3592419,-76.70777211541375,321.42333333333335,0.0,162,0.0
650,2,1,7,,40.0,1,7,650639,DAVID CHU'S,7105,REISTERSTOWN ROAD,BALTIMORE ,21215-1424,2010-04-09 00:00:00,305.0,0.0,39.363587,-76.71166908165506,305.0,0.0,163,9.0
650,2,1,4,,40.0,1,4,196500001,PUNTA CANA RESTAURANT,1330,REISTERSTOWN ROAD,PIKESVILLE,21208,2018-12-31 00:00:00,0.0,0.0,39.3758082,-76.7248187,0.0,0.0,164,2.0
650,2,1,3,,40.0,1,3,176500032,BRAVO RESTAURANT,1430,REISTERSTOWN ROAD,PIKESVILLE,21208-3843,2017-12-14 00:00:00,283.39666666666665,0.0,39.3769146,-76.7255024,283.39666666666665,0.0,165,55.0
650,2,1,6,,40.0,1,6,186500034,DOMINO'S PIZZA PIKESVILLE #4629,607,REISTERSTOWN ROAD,PIKESVILLE,21208-5115,2018-12-17 00:00:00,195.0,0.0,39.369819,-76.7178578,195.0,0.0,166,5.0
650,3,7,2,,26.0,2,2,650661,LOS PORTALES,6938,AVIATION BOULEVARD,GLEN BURNIE ,21061-2576,2010-06-11 00:00:00,445.0,0.0,39.17533485,-76.64783684218702,445.0,0.0,167,25.0
650,1,8,1,,27.0,1,1,206500011,ROYAL SPICE ,810,NURSERY ROAD,LINTHICUM HEIGHTS,21090-1304,2020-10-20 00:00:00,278.88,35.85,39.22455946002723,-76.6624271331047,278.88,35.85,168,0.0
650,2,3,4,,22.0,1,4,156500201,TORO BRAVO,802,PINNACLE DRIVE,LINTHICUM HEIGHTS,21090,2015-06-25 00:00:00,315.58,0.0,39.21604575,-76.67763417580792,315.58,0.0,169,16.0
650,3,7,3,,26.0,2,3,650597,WILLY'S RESTAURANT,7271,BALTIMORE ANNAPOLIS BOULEVARD,GLEN BURNIE ,21061,2009-12-21 00:00:00,205.34,0.0,39.179696,-76.638466,205.34,0.0,170,0.0
650,2,3,3,,22.0,1,3,186500013,GLORY DAYS GRILL - LINTHICUM,1616,WEST NURSERY ROAD,LINTHICUM HEIGHTS,21090,2018-05-15 00:00:00,1350.9266666666665,880.5666666666666,39.2024611,-76.6832934,1350.9266666666665,880.5666666666666,171,40.0
650,1,13,3,,12.0,1,3,216500028,KABUTO - JOPPA ,8810 ,WALTHAM WOODS ROAD,PARKVILLE,21234,2021-08-12 00:00:00,374.9033333333333,38.56666666666666,39.400125,-76.541526,374.9033333333333,38.56666666666666,172,16.0
650,2,18,1,,37.0,2,1,650485,VALENTINO'S RESTAURANT,6627,HARFORD ROAD,BALTIMORE,21214-1306,2008-06-04 00:00:00,812.7166666666666,12.716666666666667,39.36275734693877,-76.55232414285715,812.7166666666666,12.716666666666667,173,15.0
650,2,18,5,,37.0,1,5,156500378,SILVER QUEEN CAFE,5427,HARFORD ROAD,BALTIMORE,21214-2217,2015-10-13 00:00:00,290.36,20.166666666666664,39.3517351625,-76.5621095125,290.36,20.166666666666664,174,10.0
650,2,18,4,,37.0,1,4,226500032,CAFE CAMPLI,4801,HARFORD ROAD,BALTIMORE,21214-2935,2022-12-05 00:00:00,300.8333333333333,60.833333333333336,39.3446876,-76.56740402433003,300.8333333333333,60.833333333333336,175,71.0
650,1,14,5,,33.0,1,5,650561,G.L. SHACKS CATONSVILLE,583,FREDERICK ROAD,CATONSVILLE,21228,2009-05-20 00:00:00,600.0766666666666,174.85,39.272648,-76.72834999999999,600.0766666666666,174.85,176,83.0
650,1,6,2,,45.0,1,2,65035326,PHO 1,5764,BALTIMORE NATIONAL PIKE,CATONSVILLE,21228,2003-08-28 00:00:00,302.33666666666664,31.65,39.28775234693877,-76.73352155102042,302.33666666666664,31.65,177,19.0
650,1,14,1,,33.0,2,1,196500002,THAI HEAVEN RESTAURANT,6413,FREDERICK ROAD,CATONSVILLE,21228-3504,2019-01-07 00:00:00,230.0,0.0,39.275203,-76.717772,230.0,0.0,178,10.0
650,2,9,8,,28.0,1,8,650892,ROSARIO'S RESTAURANT,7301,PULASKI HIGHWAY,ROSEDALE,21237-2527,2012-05-15 00:00:00,863.9133333333332,0.0,39.310473,-76.529155,863.9133333333332,0.0,179,0.0
650,1,14,2,,33.0,2,2,236500006,TUERK HOUSE,730,ASHBURTON STREET,BALTIMORE,21216-4703,2023-01-10 00:00:00,386.2033333333333,0.0,39.2968731,-76.6616496,386.2033333333333,0.0,180,54.0
650,3,16,5,,35.0,1,5,216500031,SAKOON INDIAN FUSION,3105 B,ST. PAUL STREET,BALTIMORE,21218,2021-09-07 00:00:00,189.0,0.0,39.3171237,-76.6153514,189.0,0.0,181,4.0
650,2,4,5,,43.0,1,5,65040034,CHARLES VILLAGE PUB ,3107,SAINT PAUL STREET,BALTIMORE,21218-3841,2002-03-14 00:00:00,272.25666666666666,0.0,39.32615125,-76.61555283665302,272.25666666666666,0.0,182,115.0
650,2,9,3,,28.0,1,3,65086721,TAMBERS NIFTY FIFTY,3327,SAINT PAUL STREET,BALTIMORE,21218-3254,2006-05-16 00:00:00,185.0,0.0,39.329088600000006,-76.61568166206422,185.0,0.0,183,9.0
650,2,9,2,,28.0,1,2,166500205,CYPRIANA ,105,WEST 39TH STREET,BALTIMORE,21210,2016-04-28 00:00:00,827.2166666666666,88.21666666666667,39.33564751020408,-76.62062393877551,827.2166666666666,88.21666666666667,184,8.0
650,3,16,6,,35.0,1,6,226500016,KAJIKEN,7,EAST 33RD STREET,BALTIMORE,21218,2022-07-15 00:00:00,298.45,0.0,39.32798281632653,-76.61650902040816,298.45,0.0,185,13.0
650,2,9,4,,28.0,1,4,236500019,TOKI UNDERGROUND,2731,GREENMOUNT AVENUE,BALTIMORE,21218-4496,2023-06-21 00:00:00,277.18333333333334,31.183333333333334,39.3216132,-76.60929475,277.18333333333334,31.183333333333334,186,10.0
650,1,7,3,,6.0,1,3,186500027,DOMINO'S PIZZA CHAMBERSBURG #4776,1515,LINCOLN WAY EAST,CHAMBERSBURG,17202-3316,2018-09-21 00:00:00,205.0,0.0,39.925843,-77.616198,205.0,0.0,187,9.0
650,1,7,2,,6.0,1,2,216500026,LEDO PIZZA OF CHAMBERSBURG,1300,LINCOLN WAY EAST,CHAMBERSBURG,17202,2021-07-12 00:00:00,266.1333333333333,41.13333333333333,39.926722,-77.626236,266.1333333333333,41.13333333333333,188,26.0
650,1,7,1,,6.0,1,1,216500042,DOMINO'S PIZZA CHAMBERSBURG #4775,408,E. QUEEN STREET,CHAMBERSBURG,17201,2021-12-01 00:00:00,244.0,0.0,39.93481,-77.65412371428572,244.0,0.0,189,0.0
650,3,6,2,,5.0,1,2,650942,AKI JAPANESE STEAKHOUSE,1150,CARLISLE STREET,HANOVER,17331,2012-10-17 00:00:00,378.71,0.0,39.82084230921007,-76.99629060811658,378.71,0.0,190,201.0
650,2,2,4,,1.0,1,4,650512,THE SODA JERK DINER,403,EAST MAIN STREET,HUMMELSTOWN,17036-1861,2008-10-20 00:00:00,750.0,0.0,40.26577853105634,-76.69750978835792,750.0,0.0,191,23.0
650,2,2,3,,1.0,1,3,206500013,SIMPLY GREEK,23,BRIARCREST SQUARE,HUMMELSTOWN,17033,2020-10-22 00:00:00,220.0,0.0,40.2694437,-76.6713176,220.0,0.0,192,123.0
650,2,2,1,,1.0,2,1,246500006,ICHIBAN,1870,FRUITVILLE PIKE,LANCASTER,17601,2024-01-23 00:00:00,142.13333333333333,42.46666666666667,40.072011,-76.32073,142.13333333333333,42.46666666666667,193,0.0
650,2,2,5,,1.0,1,5,216500037,MISSION BBQ - LANCASTER ,2002,FRUITVILLE PIKE,LANCASTER,17601-7200,2021-11-17 00:00:00,875.2533333333332,44.53333333333334,40.075607,-76.324402,875.2533333333332,44.53333333333334,194,382.0
650,1,7,4,,6.0,1,4,196500026,MISSION BBQ - CAMP HILL ,25,NORTH 32ND STREET,MECHANICSBURG,17011-2918,2019-08-12 00:00:00,1053.6333333333332,53.44,40.24076344897959,-76.93477571428572,1053.6333333333332,53.44,195,678.0
650,3,6,1,,5.0,1,1,216500022,J & J'S ASIAN RESTAURANT ,34,BALTIMORE STREET,GETTYSBURG,17325,2021-07-01 00:00:00,0.0,0.0,39.83000295,-77.23082159997023,0.0,0.0,196,0.0
650,2,2,1,,1.0,1,1,176500009,MISSION BBQ HARRISBURG,5045,JONESTOWN ROAD,HARRISBURG,17112-2922,2017-03-29 00:00:00,641.6533333333333,35.626666666666665,40.30812918842734,-76.80440822576594,641.6533333333333,35.626666666666665,197,0.0
650,2,2,2,,1.0,1,2,196500035,DOMINO'S PIZZA HARRISBURG,479,EISENHOWER BOULEVARD,HARRISBURG,17111-2302,2019-12-17 00:00:00,239.0,0.0,40.25009048030922,-76.81355224918207,239.0,0.0,198,66.0
650,3,3,7,,2.0,1,7,196500017,J&B'S GRILL ,14,NORTH MAIN STREET,SHREWSBURY,17361-1322,2019-06-20 00:00:00,216.63666666666668,0.0,39.7691774,-76.6802365,216.63666666666668,0.0,199,177.0
650,3,3,1,,2.0,2,1,176500014,ECHO FREZCO SHREWSBURY,634,SHREWSBURY COMMONS AVENUE,SHREWSBURY,17361,2017-04-13 00:00:00,215.0,0.0,39.7704283,-76.6700186,215.0,0.0,200,0.0
650,3,3,5,,2.0,1,5,196500007,DOMINO'S PIZZA YORK #4785,1539,MOUNT ROSE AVENUE,YORK,17403,2019-01-30 00:00:00,195.0,0.0,39.95888293939262,-76.6948477327683,195.0,0.0,201,25.0
650,3,3,2,,2.0,1,2,6501030,MISSION BBQ YORK,970,LOUCKS ROAD,YORK,17404-2273,2013-06-26 00:00:00,1053.6333333333332,53.44,39.97947843505225,-76.75380567096144,1053.6333333333332,53.44,202,13.0
650,3,3,4,,2.0,1,4,650994,GUADALAJARA RESTAURANT,2600,EAST MARKET STREET,YORK,17402-2425,2013-04-03 00:00:00,215.0,0.0,39.975044902757965,-76.67561651442337,215.0,0.0,203,49.0
650,1,7,5,,6.0,1,5,186500032,DOMINO'S PIZZA YORK  #4778,930,SOUTH RICHLAND AVENUE,YORK,17403,2018-12-17 00:00:00,269.42333333333335,0.0,39.94343837763737,-76.74044652884373,269.42333333333335,0.0,204,370.0
650,3,3,1,,2.0,1,1,186500033,DOMINO'S PIZZA YORK #4783,351,LOUCKS ROAD,YORK,17404,2018-12-17 00:00:00,319.84,0.0,39.9847061,-76.7410469,319.84,0.0,205,0.0
650,3,3,3,,2.0,1,3,176500027,DISTRICT THAI,1057,NORTH GEORGE STREET,YORK,17404,2017-09-08 00:00:00,271.25,31.25,39.97752040625,-76.732979125,271.25,31.25,206,18.0
650,3,3,6,,2.0,1,6,236500024,AA TO ZZ CHILD CARE,215,SAINT CHARLES WAY,YORK,17402-4643,2023-09-11 00:00:00,165.7,0.0,39.92731292656178,-76.69473382285861,165.7,0.0,207,36.0
650,2,8,1,,7.0,1,1,166500222,KECCO'S NEOPOLITAN,114,WESTMINSTER PIKE,REISTERSTOWN,21136,2016-07-15 00:00:00,368.16666666666663,51.75,39.4735969,-76.83325639632353,368.16666666666663,51.75,208,0.0
650,2,8,2,,7.0,1,2,156500214,MESSIAH COMMUNITY CHURCH,909,BERRYMANS LANE,REISTERSTOWN,21136-6010,2015-06-29 00:00:00,0.0,0.0,39.43243285,-76.83481175451908,0.0,0.0,209,46.0
650,2,8,3,,7.0,1,3,176500013,LA TOLTECA OWINGS MILLS,11515,REISTERSTOWN ROAD,OWINGS MILLS,21117-1815,2017-04-13 00:00:00,216.01,0.0,39.43892681818182,-76.8039096969697,216.01,0.0,210,28.0
650,1,17,6,,36.0,1,6,6501022,KABUTO,8813,PULASKI HIGHWAY,ESSEX,21221,2013-06-10 00:00:00,577.5666666666666,0.0,39.337309,-76.47892,577.5666666666666,0.0,211,29.0
650,2,6,2,,25.0,1,2,650866,YAMA SUSHI BAR BALTIMORE,1030,WEST 41ST STREET,BALTIMORE,21211,2012-01-13 00:00:00,262.2333333333333,0.0,39.33763438455957,-76.63480241131724,262.2333333333333,0.0,212,9.0
650,2,1,5,,40.0,1,5,65094406,MR CHAN'S SZECHUAN REST,1000,REISTERSTOWN ROAD,PIKESVILLE,21208-4206,2001-03-06 00:00:00,60.0,0.0,39.3728077,-76.7217617,60.0,0.0,213,5.0
650,3,16,7,,35.0,1,7,196500027,A1 SUSHI,438,E BELVEDERE AVE,BALTIMORE,21212,2019-08-29 00:00:00,0.0,0.0,39.36419053061225,-76.61104169387755,0.0,0.0,214,41.0
650,2,9,1,,28.0,1,1,186500012,18-8 SUSHI,727,WEST 40TH STREET,BALTIMORE,21211,2018-05-03 00:00:00,215.0,0.0,39.3351418,-76.62986254258465,215.0,0.0,215,0.0
650,1,10,5,,9.0,1,5,6503727,THE WINE SOURCE,3601,ELM AVENUE,BALTIMORE,21211-2402,2001-11-01 00:00:00,145.28333333333333,0.0,39.331704,-76.631168,145.28333333333333,0.0,216,0.0
650,1,10,4,,9.0,1,4,166500233,FIVE AND DIME ALE HOUSE,901,WEST 36TH STREET,BALTIMORE,21211,2016-09-19 00:00:00,0.0,0.0,39.33084435,-76.63136539199157,0.0,0.0,217,2.0
650,2,6,4,,25.0,1,4,65093180,SUZIE'S SOBA,1009,WEST 36TH STREET,BALTIMORE,21211-2416,1998-07-14 00:00:00,0.0,0.0,39.330878600000005,-76.6330268109875,0.0,0.0,218,1.0
650,2,4,1,,43.0,1,1,650768,CAFE SPICE INDIA CUISINE,10540,YORK ROAD,COCKEYSVILLE,21030,2011-03-15 00:00:00,334.4233333333333,0.0,39.47741595,-76.64338606163412,334.4233333333333,0.0,219,0.0
650,2,6,3,,25.0,1,3,650387,GOLDEN WEST ,1105,WEST 36TH STREET,BALTIMORE,21211,2006-12-12 00:00:00,903.4766666666666,147.7,39.330868550000005,-76.63400149028354,903.4766666666666,147.7,220,8.0
650,1,10,3,,9.0,1,3,216500039,GRANO PASTA BAR,1031,W 36TH ST,BALTIMORE,21210,2021-11-01 00:00:00,244.5333333333333,0.0,39.33101651020408,-76.63308118367347,244.5333333333333,0.0,221,67.0
650,2,6,5,,25.0,1,5,156500396,COSIMA,3000,FALLS ROAD,BALTIMORE,21211,2015-11-04 00:00:00,896.0433333333332,315.8,39.3227112,-76.6305328,896.0433333333332,315.8,222,10.0
650,2,6,1,,25.0,1,1,206500003,THE WINE COLLECTIVE,1700,WEST 41ST STREET,BALTIMORE,21211-1431,2020-01-17 00:00:00,440.0,0.0,39.335269,-76.64360564705882,440.0,0.0,223,0.0
650,3,16,3,,35.0,1,3,236500018,BE.BIM KOREAN BBQ,301,WEST 29TH STREET,BALTIMORE,21211-2910,2023-06-19 00:00:00,240.0,0.0,39.3217098,-76.6221426,240.0,0.0,224,2.0
650,3,16,1,,35.0,1,1,166500242,DYLAN'S OYSTER CELLAR,3601,CHESTNUT AVENUE,BALTIMORE,21211-2530,2016-10-25 00:00:00,212.08,0.0,39.33135175,-76.62914812063599,212.08,0.0,225,0.0
650,2,18,2,,37.0,2,2,650502,HOUSE OF KABOB,8025,HARFORD ROAD,PARKVILLE,21234,2008-09-04 00:00:00,224.11666666666665,9.116666666666667,39.3758319,-76.540707,224.11666666666665,9.116666666666667,226,0.0
650,3,19,8,,38.0,1,8,246500008,JUICY KING CRAB,7916,BELAIR ROAD,NOTTINGHAM,21236,2024-02-27 00:00:00,0.0,0.0,39.373811,-76.5117344,0.0,0.0,227,0.0
650,1,13,4,,12.0,1,4,650723,REMO'S OF N.Y.,8811,WALTHAM WOODS ROAD,PARKVILLE,21234,2011-01-01 00:00:00,254.98333333333332,0.0,39.400206496000585,-76.54101790559918,254.98333333333332,0.0,228,1.0
650,3,15,1,,14.0,1,1,65094668,LUCKY INN RESTAURANT,8924,WALTHAM WOODS ROAD,PARKVILLE,21234,1990-07-18 00:00:00,225.0,0.0,39.402413,-76.53978,225.0,0.0,229,0.0
650,3,19,6,,38.0,1,6,156500024,EL TROVADOR MERCADO LATINO,2523,PUTTY HILL AVENUE,PARKVILLE,21234-4307,2015-02-04 00:00:00,220.35666666666665,0.0,39.3890829,-76.5427335,220.35666666666665,0.0,230,36.0
650,3,15,2,,14.0,1,2,65093551,EL SALTO PARKVILLE,8816,WALTHAM WOODS ROAD,PARKVILLE,21234-2402,1999-04-20 00:00:00,271.95,0.0,39.40031632710912,-76.54119231037562,271.95,0.0,231,3.0
650,3,15,3,,14.0,1,3,206500010,URBAN CRAB SHACK,1991,EAST JOPPA ROAD,PARKVILLE,21234-2733,2020-09-16 00:00:00,618.4766666666666,70.95,39.3975674,-76.5437089,618.4766666666666,70.95,232,4.0
650,1,13,2,,12.0,1,2,246500001,BIRRIA LOVE,1742,EAST JOPPA ROAD,PARKVILLE,21234-3620,2024-01-09 00:00:00,82.0,0.0,39.3987508,-76.5591224,82.0,0.0,233,37.0
650,2,15,1,,34.0,1,1,226500023,ROSINA'S GOURMET,300,EAST LOMBARD STREET,BALTIMORE,21202-3219,2022-09-27 00:00:00,297.0,0.0,39.287978,-76.610647,297.0,0.0,234,0.0
650,3,11,2,,50.0,1,2,246500005,BLACK FLAG SOCIAL HOUSE,2050,MARRIOTTSVILLE ROAD,MARRIOTTSVILLE,21104,2024-01-09 00:00:00,608.5366666666666,133.61666666666665,39.313687361359534,-76.89862480090571,608.5366666666666,133.61666666666665,235,3.0
650,2,7,1,,46.0,1,1,166500231,ASIAN COURT,11105,RESORT ROAD,ELLICOTT CITY,21042,2016-08-31 00:00:00,324.48333333333335,0.0,39.29930595,-76.89746455,324.48333333333335,0.0,236,0.0
650,3,11,1,,50.0,1,1,156500138,PAPER LANTERN ,2020,MARRIOTTSVILLE ROAD,MARRIOTTSVILLE,21104,2015-04-27 00:00:00,230.0,0.0,39.31613595,-76.89955722618015,230.0,0.0,237,0.0
650,2,20,1,,19.0,1,1,216500003,KUNG FU TEA,14708,BALTIMORE AVENUE,LAUREL,20707-5008,2021-01-04 00:00:00,0.0,0.0,39.0940655,-76.85785455508713,0.0,0.0,238,0.0
