BR,RT,DAY,STOP,NEW BR,NEW RT,NEW DAY,NEW STOP,CUST,CUST NAME,HOUSE NUMBER,ADDRESS,CITY,ZIP,EST DATE,BIG 5 AVG,COMP AVG
650,02,10,04,650,02,10,04,6501084,EUROPE RESTAURANT,4147,LABYRINTH ROAD,BALTIMORE,21215-2202,02/17/2014,330.35,0.00
650,02,10,05,650,02,10,05,650639,DAVID CHU'S,7105,REISTERSTOWN ROAD,BALTIMORE ,21215-1424,04/09/2010,305.00,0.00
650,02,10,06,650,02,10,06,186500034,DOMINO'S PIZZA PIKESVILLE #4629,607,REISTERSTOWN ROAD,PIKESVILLE,21208-5115,12/17/2018,195.00,0.00
650,02,10,07,650,02,10,07,65094406,MR CHAN'S SZECHUAN REST,1000,REISTERSTOWN ROAD,PIKESVILLE,21208-4206,03/06/2001,0.00,0.00
650,02,10,08,650,02,10,08,196500001,PUNTA CANA RESTAURANT,1330,REISTERSTOWN ROAD,PIKESVILLE,21208,12/31/2018,0.00,0.00
650,02,10,09,650,02,10,09,176500032,BRAVO RESTAURANT,1430,REISTERSTOWN ROAD,PIKESVILLE,21208-3843,12/14/2017,284.82,0.00
650,02,11,01,650,02,11,01,650994,GUADALAJARA RESTAURANT,2600,EAST MARKET STREET,YORK,17402-2425,04/03/2013,215.00,0.00
650,02,11,02,650,02,11,02,186500032,DOMINO'S PIZZA YORK  #4778,930,SOUTH RICHLAND AVENUE,YORK,17403,12/17/2018,270.20,0.00
650,02,11,03,650,02,11,03,236500024,AA TO ZZ CHILD CARE,215,SAINT CHARLES WAY,YORK,17402-4643,09/11/2023,248.55,0.00
650,02,11,04,650,02,11,04,186500033,DOMINO'S PIZZA YORK #4783,351,LOUCKS ROAD,YORK,17404,12/17/2018,322.01,0.00
650,02,11,05,650,02,11,05,176500027,DISTRICT THAI,1057,NORTH GEORGE STREET,YORK,17404,09/08/2017,273.12,33.12
650,02,11,06,650,02,11,06,196500007,DOMINO'S PIZZA YORK #4785,1539,MOUNT ROSE AVENUE,YORK,17403,01/30/2019,195.00,0.00
650,02,11,07,650,02,11,07,6501030,MISSION BBQ YORK,970,LOUCKS ROAD,YORK,17404-2273,06/26/2013,1193.59,53.44
650,02,12,01,650,02,12,01,206500013,SIMPLY GREEK,23,BRIARCREST SQUARE,HUMMELSTOWN,17033,10/22/2020,220.00,0.00
650,02,12,02,650,02,12,02,650512,THE SODA JERK DINER,403,EAST MAIN STREET,HUMMELSTOWN,17036-1861,10/20/2008,750.00,0.00
650,02,12,03,650,02,12,03,216500037,MISSION BBQ - LANCASTER ,2002,FRUITVILLE PIKE,LANCASTER,17601-7200,11/17/2021,688.98,53.44
650,02,12,04,650,02,12,04,246500006,ICHIBAN,1870,FRUITVILLE PIKE,LANCASTER,17601,01/23/2024,252.48,53.15
650,02,13,01,650,02,13,01,65094668,LUCKY INN RESTAURANT,8924,WALTHAM WOODS ROAD,PARKVILLE,21234,07/18/1990,225.00,0.00
650,02,13,02,650,02,13,02,650723,REMO'S OF N.Y.,8811,WALTHAM WOODS ROAD,PARKVILLE,21234,01/01/2011,253.19,0.00
650,02,13,03,650,02,13,03,65093551,EL SALTO PARKVILLE,8816,WALTHAM WOODS ROAD,PARKVILLE,21234-2402,04/20/1999,193.45,0.00
650,02,13,05,650,02,13,05,206500010,URBAN CRAB SHACK,1991,EAST JOPPA ROAD,PARKVILLE,21234-2733,09/16/2020,662.14,112.35
650,02,13,06,650,02,13,06,156500024,EL TROVADOR MERCADO LATINO,2523,PUTTY HILL AVENUE,PARKVILLE,21234-4307,02/04/2015,221.31,0.00
650,02,13,07,650,02,13,07,236500021,PURE RAW JUICE,6809,YORK ROAD,TOWSON,21212-1510,07/17/2023,246.00,0.00
650,02,13,08,650,02,13,08,196500027,A1 SUSHI,438,EAST BELVEDERE AVENUE,BALTIMORE,21212-3035,08/29/2019,0.00,0.00
650,02,15,02,650,02,15,02,156500138,PAPER LANTERN ,2020,MARRIOTTSVILLE ROAD,MARRIOTTSVILLE,21104,04/27/2015,306.67,0.00
650,02,15,03,650,02,15,03,166500231,ASIAN COURT,11105,RESORT ROAD,ELLICOTT CITY,21042,08/31/2016,485.69,0.00
650,02,15,04,650,02,15,04,186500007,SIROO & JUK STORY,10176,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042,03/07/2018,268.68,0.00
650,02,15,05,650,02,15,05,166500029,NIKO,3570,SAINT JOHNS LANE,ELLICOTT CITY,21042,02/01/2016,230.00,0.00
650,02,15,06,650,02,15,06,246500005,BLACK FLAG SOCIAL HOUSE,2050,MARRIOTTSVILLE ROAD,MARRIOTTSVILLE,21104,01/09/2024,1052.72,320.38
650,02,16,01,650,02,16,01,236500005,SAKE JAPANESE STEAKHOUSE,10090,REISTERSTOWN ROAD,OWINGS MILLS,21117,01/26/2023,693.00,0.00
650,02,16,02,650,02,16,02,166500235,MISSION BBQ OWINGS MILLS,10140,REISTERSTOWN ROAD,OWINGS MILLS,21117-3815,09/23/2016,905.46,133.77
650,02,16,03,650,02,16,03,650554,KAVKAZ KEBAB,10902,BOULEVARD CIRCLE,OWINGS MILLS,21117,06/01/2009,215.00,0.00
650,02,16,04,650,02,16,04,156500358,EDOMAE SUSHI,10995,OWINGS MILLS BOULEVARD,OWINGS MILLS,21117,09/15/2015,215.00,0.00
650,02,16,05,650,02,16,05,236500004,AKIRA RAMEN - OWINGS MILLS,10200,MILL RUN CIRCLE,OWINGS MILLS,21117,01/18/2023,225.00,0.00
650,02,16,06,650,02,16,06,156500029,LEDO PIZZA OF OWINGS MILLS,9706,GROFFS MILL DRIVE,OWINGS MILLS,21117,02/13/2015,210.00,0.00
650,02,16,07,650,02,16,07,236500007,NOT JUST CRAB,8731,LIBERTY ROAD,RANDALLSTOWN,21133,02/10/2023,384.28,0.00
650,02,17,01,650,02,17,01,156500186,GLORY DAYS GRILL - ELLICOTT CITY,10035,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042,06/15/2015,1544.65,823.42
650,02,17,02,650,02,17,02,186500006,HANG ARI,9380,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042,03/01/2018,335.31,0.00
650,02,17,03,650,02,17,03,65085524,SAKURA OF ELLICOTT CITY,10040,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042,01/14/2003,690.03,273.02
650,02,17,04,650,02,17,04,650599,YAMA SUSHI ELLICOTT CITY,4725-G,DORSEY HALL DRIVE,ELLICOTT CITY,21042,12/18/2009,227.59,0.00
650,02,17,05,650,02,17,05,166500215,MISSION BBQ ELLICOTT CITY,3410,PLUMTREE DRIVE,ELLICOTT CITY,21042,06/15/2016,792.85,98.28
650,02,17,06,650,02,17,06,166500210,NORA'S KABOB ELLICOTT CITY,9338,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042-2805,05/16/2016,257.27,37.27
650,02,18,01,650,02,18,01,650740,ENOTRIA,2,NEWPORT DRIVE,FOREST HILL,21050-1642,01/19/2011,397.35,27.35
650,02,18,02,650,02,18,02,650596,CHOPSTIX GOURMET FOREST HILL,1523,ROCK SPRING ROAD,FOREST HILL,21050-2855,11/25/2009,263.74,0.00
650,02,18,03,650,02,18,03,176500029,ECHO FREZCO FOREST HILL,1517,ROCK SPRING ROAD,FOREST HILL,21050,09/19/2017,380.86,9.22
650,02,18,04,650,02,18,04,176500006,KIYOMI SUSHI,1443,ROCK SPRING ROAD,BEL AIR,21014,03/03/2017,203.33,0.00
650,02,18,05,650,02,18,05,156500333,TACOS TOLTECA,2823,BELAIR ROAD,FALLSTON,21047,08/21/2015,509.42,123.03
650,02,18,06,650,02,18,06,196500021,VINCES CRAB HOUSE,2108,FALLSTON ROAD,FALLSTON,21047-1442,08/23/2019,331.47,0.00
650,02,19,01,650,02,19,01,650862,THE ORIENT RESTAURANT BEL AIR,15,NORTH MAIN STREET,BEL AIR,21014-3537,12/12/2011,221.51,0.00
650,02,19,02,650,02,19,02,216500043,LEDO PIZZA OF BELAIR,331,BALTIMORE PIKE,BEL AIR,21014-4122,12/21/2021,0.00,0.00
650,02,19,03,650,02,19,03,65097161,SAKURA OF BEL AIR,615,BELAIR ROAD,BEL AIR,21014,10/12/2001,488.41,126.43
650,02,19,04,650,02,19,04,156500439,RAINBOW KING,554,BALTIMORE PIKE,BEL AIR,21014,12/21/2015,234.67,0.00
650,02,19,05,650,02,19,05,246500003,AKIRA RAMEN BEL AIR,111,NORTH TOLLGATE ROAD,BEL AIR,21014,01/09/2024,177.41,0.00
650,02,19,06,650,02,19,06,216500035,MISSION BBQ - BEL AIR ,627,BELAIR ROAD,BEL AIR,21014,10/14/2021,727.32,91.77
650,02,19,07,650,02,19,07,650657,FRIENDLY'S HARFORD MALL,696,BELAIR ROAD,BEL AIR,21014,06/07/2010,238.94,96.30
650,03,01,08,650,03,01,08,216500026,LEDO PIZZA OF CHAMBERSBURG,1300,LINCOLN WAY EAST,CHAMBERSBURG,17202,07/12/2021,266.13,41.13
650,03,01,09,650,03,01,09,216500042,DOMINO'S PIZZA CHAMBERSBURG #4775,408,E. QUEEN STREET,CHAMBERSBURG,17201,12/01/2021,244.00,0.00
650,03,01,10,650,03,01,10,186500027,DOMINO'S PIZZA CHAMBERSBURG #4776,1515,LINCOLN WAY EAST,CHAMBERSBURG,17202-3316,09/21/2018,205.00,0.00
650,03,01,11,650,03,01,11,216500022,J & J'S ASIAN RESTAURANT ,34,BALTIMORE STREET,GETTYSBURG,17325,07/01/2021,0.00,0.00
650,03,01,12,650,03,01,12,650942,AKI JAPANESE STEAKHOUSE,1150,CARLISLE STREET,HANOVER,17331,10/17/2012,439.83,0.00
650,03,02,01,650,03,02,01,650585,KATANA SUSHI MT. AIRY,1311,SOUTH MAIN STREET,MT AIRY,21771-5330,10/21/2009,210.00,0.00
650,03,02,02,650,03,02,02,146500095,OLDE TOWN RESTAURANT,206,SOUTH MAIN STREET,MT AIRY,21771,07/23/2014,182.49,0.00
650,03,02,03,650,03,02,03,226500006,TONY LOCOS,710,LISBON CENTER DRIVE,SYKESVILLE,21797-8629,04/18/2022,691.80,103.17
650,03,02,04,650,03,02,04,650729,MAMMA ANGELA,5,RIDGESIDE COURT,MT AIRY,21771,11/23/2010,149.22,0.00
650,03,02,05,650,03,02,05,650968,LEDO PIZZA OF MT. AIRY,520,EAST RIDGEVILLE BOULEVARD,MT AIRY,21771-5252,01/17/2013,175.00,0.00
650,03,02,06,650,03,02,06,236500022,LOS AZTECAS II,1604,RIDGESIDE DRIVE,MT AIRY,21771-5240,07/19/2023,677.35,0.00
650,03,03,01,650,03,03,01,65092638,DING HOW TIMONIUM,12237,TULLAMORE ROAD,TIMONIUM,21093-7816,04/08/1997,165.00,0.00
650,03,03,02,650,03,03,02,166500234,LIBERATORE'S RISTORANTE & CATERING TIMONIUM ,9515,DEERECO ROAD,TIMONIUM,21093-2116,09/20/2016,645.69,0.00
650,03,03,04,650,03,03,04,650422,STONE MILL GOURMET TO GO,10751,FALLS ROAD,LUTHERVILLE ,21093-3619,05/25/2007,343.40,0.00
650,03,03,05,650,03,03,05,176500013,LA TOLTECA OWINGS MILLS,11515,REISTERSTOWN ROAD,OWINGS MILLS,21117-1815,04/13/2017,215.00,0.00
650,03,03,06,650,03,03,06,156500214,MESSIAH COMMUNITY CHURCH,909,BERRYMANS LANE,REISTERSTOWN,21136-6010,06/29/2015,0.00,0.00
650,03,03,"03,06",650,03,03,"03,06",650946,MICHAEL'S CAFE,2119,YORK ROAD,TIMONIUM,21093-3110,11/02/2012,2751.38,933.35
650,03,04,01,650,03,04,01,186500023,MAIWAND KABOB,6131,COLUMBIA CROSSING CIRCLE,COLUMBIA,21045-8208,08/31/2018,310.58,0.00
650,03,04,02,650,03,04,02,226500022,TAICHI BUBBLE TEA,6250,COLUMBIA CROSSING CIRCLE,COLUMBIA,21044,08/20/2022,240.00,0.00
650,03,04,03,650,03,04,03,176500030,IHOP COLUMBIA,8825,CENTRE PARK DRIVE,COLUMBIA,21045-2134,11/24/2017,343.17,171.59
650,03,04,04,650,03,04,04,650538,COAL FIRE PIZZA ELLICOTT CITY,5725,RICHARDS VALLEY ROAD,ELLICOTT CITY,21043,03/12/2009,792.48,406.75
650,03,04,05,650,03,04,05,650800,EAST MOON ASIAN BISTRO,5725,RICHARDS VALLEY ROAD,ELLICOTT CITY,21043,07/06/2011,318.04,0.00
650,03,04,06,650,03,04,06,650559,KATANA SUSHI ELKRIDGE,6060,MARSHALEE DRIVE,ELKRIDGE,21075-5991,06/01/2009,215.00,0.00
650,03,04,07,650,03,04,07,650494,ANLOI RESTAURANT,7104,MINSTREL WAY,COLUMBIA,21045-5539,07/29/2008,339.08,0.00
650,03,05,01,650,03,05,01,216500003,KUNG FU TEA,14708,BALTIMORE AVENUE,LAUREL,20707,01/04/2021,0.00,0.00
650,03,05,02,650,03,05,02,166500220,THE HIDEOUT,9855,WASHINGTON BOULEVARD NORTH,LAUREL,20707,07/08/2016,556.48,92.48
650,03,05,03,650,03,05,03,226500005,CHOPS BY RERA,10983,GUILFORD ROAD,JESSUP,20701,04/18/2022,261.23,0.00
650,03,05,04,650,03,05,04,6501076,IHOP JESSUP,7351,ASSATEAGUE DRIVE,JESSUP,20794,01/29/2014,358.33,179.17
650,03,05,05,650,03,05,05,6501038,RUDY'S MEDITERRANEAN GRILL,7185,COLUMBIA GATEWAY DRIVE,COLUMBIA,21046,08/06/2013,494.46,42.50
650,03,05,06,650,03,05,06,236500025,FLAVORS OF INDIA,7185,COLUMBIA GATEWAY DRIVE,COLUMBIA,21046,09/11/2023,246.00,0.00
650,03,05,07,650,03,05,07,65052084,NOTTINGHAM'S,8850,STANFORD BOULEVARD,COLUMBIA,21045,07/10/2006,842.40,201.18
650,03,05,08,650,03,05,08,650856,THE MANGO GROVE RESTAURANT,8865,STANFORD BOULEVARD,COLUMBIA,21045,12/01/2011,287.09,0.00
650,03,06,01,650,03,06,01,650354,CATTAIL CREEK COUNTRY CLUB,3600,CATTAIL CREEK DRIVE,GLENWOOD,21738-9648,09/11/2006,1751.11,278.95
650,03,06,02,650,03,06,02,650514,TEN OAKS TAVERN,3900,TEN OAKS ROAD,GLENELG,21737,10/27/2008,377.46,0.00
650,03,06,03,650,03,06,03,216500017,MARY'S LAND FARM,4979,SHEPPARD LANE,ELLICOTT CITY,21042,05/20/2021,150.00,0.00
650,03,06,04,650,03,06,04,236500012,MAIWAND KABOB - CLARKSVILLE,12165,CLARKSVILLE PIKE #300,CLARKSVILLE,21029,04/10/2023,246.00,0.00
650,03,06,05,650,03,06,05,156500003,KATANA SUSHI CLARKSVILLE,6343,TEN OAKS ROAD,CLARKSVILLE,21029,01/06/2015,271.84,0.00
650,03,06,06,650,03,06,06,166500213,MINT INDIAN CUISINE,12447,CLARKSVILLE PIKE,CLARKSVILLE,21029,06/02/2016,287.03,0.00
650,03,06,"07,01",650,03,06,"07,01",146500068,PARK TAVERN,580,GOVERNOR RITCHIE HIGHWAY,SEVERNA PARK ,21146,07/03/2014,1597.27,795.68
650,03,07,01,650,03,07,01,650500,RANAZUL,6420,FREETOWN ROAD SUITE 120,COLUMBIA,21044-4062,09/02/2008,265.58,89.92
650,03,07,02,650,03,07,02,650796,ASIAN PALACE,10801,HICKORY RIDGE ROAD,COLUMBIA,21044,06/08/2011,246.59,0.00
650,03,07,03,650,03,07,03,206500001,AKIRA RAMEN - COLUMBIA ,10101,TWIN RIVERS ROAD,COLUMBIA,21044,01/15/2020,525.35,45.58
650,03,07,04,650,03,07,04,206500002,URBAN HOT POT ,10100,TWIN RIVERS ROAD,COLUMBIA,21044,01/15/2020,356.44,63.78
650,03,07,05,650,03,07,05,186500020,BONCHON COLUMBIA,10100,TWIN RIVERS ROAD,COLUMBIA,21044,07/03/2018,302.65,9.22
650,03,07,06,650,03,07,06,226500024,NORA'S KABOB COLUMBIA,10300,LITTLE PATUXENT PARKWAY,COLUMBIA,21044,09/05/2022,260.10,20.10
650,03,07,07,650,03,07,07,246500004,TAKUMI SUSHI & BAR - COLUMBIA,10300,LITTLE PATUXENT PARKWAY,COLUMBIA,21044,01/09/2024,0.00,0.00
650,03,07,"08,01",650,03,07,"08,01",650934,ALE HOUSE COLUMBIA,6480,DOBBIN CENTER WAY,COLUMBIA,21045,10/05/2012,1674.37,720.67
650,03,08,01,650,03,08,01,216500014,DOK KHAO THAI EATERY,6000,MERRIWEATHER DRIVE,COLUMBIA,21044-3744,04/16/2021,860.01,71.70
650,03,08,02,650,03,08,02,236500014,CLOVE & CARDAMOM,6000,"MERRIWEATHER DRIVE, B115",COLUMBIA,21044,05/08/2023,204.73,0.00
650,03,08,03,650,03,08,03,236500002,PETER CHANG,6000,MERRIWEATHER DRIVE,COLUMBIA,21044-3744,01/02/2023,622.18,0.00
650,03,08,04,650,03,08,04,166500223,BLACK FLAG BREWING COMPANY,9315,SNOWDEN RIVER PARKWAY,COLUMBIA,21046,07/19/2016,240.68,10.68
650,03,08,05,650,03,08,05,226500015,LOST ARK DISTILLING,9570,BERGER ROAD,COLUMBIA,21046,07/11/2022,259.00,0.00
650,03,08,06,650,03,08,06,6501075,GINZA OF TOKYO,7530,MONTPELIER ROAD,LAUREL,20723,01/20/2014,313.18,0.00
650,03,08,07,650,03,08,07,216500006,PHO 5UP,11200,SCAGGSVILLE ROAD,LAUREL,20723,02/03/2021,234.48,0.00
650,03,08,"08,02",650,03,08,"08,02",226500003,THE ALL AMERICAN STEAKHOUSE - ELLICOTT CITY,8450,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21043-3347,02/04/2022,1642.50,659.30
650,03,09,01,650,03,09,01,166500218,NORA'S KABOB ELDERSBURG,6300,GEORGETOWN BOULEVARD,SYKESVILLE,21784,06/29/2016,304.97,45.97
650,03,09,02,650,03,09,02,166500203,CHINA DRAGON,6300,GEORGETOWN BOULEVARD,SYKESVILLE,21784,04/12/2016,215.00,0.00
650,03,09,03,650,03,09,03,236500013,TAICHI BUBBLE TEA,6300,GEORGETOWN BOULEVARD,ELDERSBURG,21784,05/10/2023,246.00,0.00
650,03,09,04,650,03,09,04,166500207,LOS AZTECAS,1213,LIBERTY ROAD,SYKESVILLE,21784,05/02/2016,624.58,0.00
650,03,09,05,650,03,09,05,166500009,G.L. SHACKS ELDERSBURG,1207,LIBERTY ROAD,ELDERSBURG,21784,01/15/2016,369.36,133.25
650,03,09,06,650,03,09,06,226500011,KINARA INDIAN CUISINE & BAR,5957,EXCHANGE DRIVE,ELDERSBURG,21784,06/13/2022,413.71,0.00
650,03,09,07,650,03,09,07,216500018,KATANA SUSHI - ELDERSBURG,5959,EXCHANGE DRIVE,ELDERSBURG,21784-9255,05/26/2021,255.92,30.92
650,03,09,08,650,03,09,08,650464,JY TOKYO MARKET,1437,LIBERTY LAKE DRIVE,ELDERSBURG,21784,02/13/2008,264.00,0.00
650,03,09,09,650,03,09,09,650362,AMANTE PIZZA & PASTA,21,LIBERTY ROAD,SYKESVILLE,21784-8633,08/17/2006,380.45,0.00
650,03,09,10,650,03,09,10,226500002,DANDELION BAKERY,7556,WEST MAIN STREET,SYKESVILLE,21784-7313,01/28/2022,289.46,20.17
650,03,10,01,650,03,10,01,216500010,MISSION BBQ - WESTMINSTER,584,JERMOR LANE,WESTMINSTER,21157-6126,02/22/2021,861.59,255.56
650,03,10,02,650,03,10,02,216500038,OLD WESTMINSTER WINERY,1550,OLD WESTMINSTER ROAD,WESTMINSTER,21157-6717,11/01/2021,385.54,0.00
650,03,10,03,650,03,10,03,216500011,HEAVY SEAS BREWING ,4615,HOLLINS FERRY ROAD,HALETHORPE,21227-4624,03/30/2021,260.00,0.00
650,03,10,04,650,03,10,04,166500228,KATANA SUSHI WESTMINSTER,410,MEADOW CREEK DRIVE,WESTMINSTER,21158,08/15/2016,252.87,42.87
650,03,10,05,650,03,10,05,65048493,SAKURA OF WESTMINSTER,5,WESTMINSTER SHOPPING CENTER,WESTMINSTER,21157,09/25/2003,660.34,239.20
650,03,10,06,650,03,10,06,206500004,WESTMINSTER ELKS LODGE,538,GORSUCH ROAD,WESTMINSTER,21157-6530,01/24/2020,305.57,45.57
650,03,10,07,650,03,10,07,166500222,KECCO'S NEOPOLITAN,114,WESTMINSTER PIKE,REISTERSTOWN,21136,07/15/2016,392.10,61.83
650,03,11,10,650,03,11,10,186500001,LEDO PIZZA OF ELKRIDGE,7190,TROY HILL DRIVE,ELKRIDGE,21075-7055,01/23/2018,613.29,272.65
650,03,11,11,650,03,11,11,65022116,CHOPSTIXX CAFE,7260,MONTGOMERY ROAD,ELKRIDGE,21075-9100,09/10/2006,225.00,0.00
650,03,11,12,650,03,11,12,650561,G.L. SHACKS CATONSVILLE,583,FREDERICK ROAD,CATONSVILLE,21228,05/20/2009,627.77,195.82
650,03,11,13,650,03,11,13,65035326,PHO 1,5764,BALTIMORE NATIONAL PIKE,CATONSVILLE,21228,08/28/2003,308.83,31.65
650,03,11,14,650,03,11,14,176500034,IHOP CATONSVILLE,5525,BALTIMORE NATIONAL PIKE,CATONSVILLE,21228-1553,12/22/2017,361.20,180.60
650,03,11,15,650,03,11,15,196500002,THAI HEAVEN RESTAURANT,6413,FREDERICK ROAD,CATONSVILLE,21228-3504,01/07/2019,230.00,0.00
650,03,11,16,650,03,11,16,236500029,EDEN SPORTS BAR & GRILL,1401,BLOOMFIELD AVENUE,BALTIMORE,21227-1076,12/15/2023,0.00,0.00
650,03,11,17,650,03,11,17,186500021,LAS ESPERANZAS CAFE 1,2159,WEST PATAPSCO AVENUE,BALTIMORE,21230,08/02/2018,230.00,0.00
650,03,12,01,650,03,12,01,206500011,ROYAL SPICE ,810,NURSERY ROAD,LINTHICUM HEIGHTS,21090-1304,10/20/2020,269.62,23.90
650,03,12,02,650,03,12,02,216500020,O'FISHEL KOSHER CATERERS ,7000,ROCKLAND HILLS DRIVE,PIKESVILLE,21209-1112,03/15/2021,0.00,0.00
650,03,12,03,650,03,12,03,156500201,TORO BRAVO,802,PINNACLE DRIVE,LINTHICUM HEIGHTS,21090,06/25/2015,336.53,0.00
650,03,12,04,650,03,12,04,186500013,GLORY DAYS GRILL - LINTHICUM,1616,WEST NURSERY ROAD,LINTHICUM HEIGHTS,21090,05/15/2018,1430.38,946.80
650,03,12,05,650,03,12,05,226500001,TOMO ASIAN CUISINE,7698,DORCHESTER BOULEVARD,HANOVER,21076-1946,01/18/2022,240.00,0.00
650,03,12,06,650,03,12,06,650810,RANGOLI RESTAURANT,7791,ARUNDEL MILLS BOULEVARD,HANOVER,21076,08/15/2011,596.86,102.97
650,03,12,07,650,03,12,07,196500030,MAI DRAGON,2647,ANNAPOLIS ROAD,HANOVER,21076-1262,10/04/2019,245.51,0.00
650,03,13,07,650,03,13,07,236500016,PHO 5UP - ODENTON,2288,"BLUE WATER BLVD , #260",ODENTON,21113,05/04/2023,246.00,0.00
650,03,13,08,650,03,13,08,236500027,THE ALL AMERICAN STEAKHOUSE - ODENTON,1502,ANNAPOLIS ROAD,ODENTON,21113-1001,09/28/2023,1220.20,256.20
650,03,13,09,650,03,13,09,65077242,HUNAN L' ROSE RESTAURANT,1131,ANNAPOLIS ROAD,ODENTON,21113,04/24/2006,378.96,0.00
650,03,13,10,650,03,13,10,166500224,THREE BROTHERS ITALIAN RESTAURANT ODENTON,1139,ANNAPOLIS ROAD,ODENTON,21113,07/20/2016,349.49,20.83
650,03,13,11,650,03,13,11,6502791,FORTUNE COOKY RESTAURANT,7978,CRAIN HIGHWAY SOUTH,GLEN BURNIE ,21061,01/26/2006,231.77,0.00
650,03,13,12,650,03,13,12,650780,FRIENDLY'S CRAIN HIGHWAY,412,CRAIN HIGHWAY SOUTH,GLEN BURNIE,21061-3645,04/19/2011,163.16,54.25
650,03,13,13,650,03,13,13,650661,LOS PORTALES,6938,AVIATION BOULEVARD,GLEN BURNIE ,21061-2576,06/11/2010,470.10,0.00
650,03,13,14,650,03,13,14,650597,WILLY'S RESTAURANT,7271,BALTIMORE ANNAPOLIS BOULEVARD,GLEN BURNIE ,21061,12/21/2009,217.05,0.00
650,03,14,02,650,03,14,02,166500232,LAS ESPERANZAS CAFÉ 2,5725,RITCHIE HIGHWAY,BROOKLYN PARK,21225-3645,09/15/2016,377.69,0.00
650,03,14,03,650,03,14,03,65092646,EL SALTO BALTIMORE,5513,RITCHIE HIGHWAY,BROOKLYN,21225-3470,05/15/1997,622.47,36.47
650,03,14,04,650,03,14,04,6501057,LITTLE INDIA CAFE,20,EAST ORDNANCE ROAD,GLEN BURNIE ,21060,09/24/2013,334.58,45.58
650,03,14,05,650,03,14,05,650616,LEDO PIZZA OF GLEN BURNIE,16,EAST ORDNANCE ROAD,GLEN BURNIE ,21060,02/23/2010,334.48,96.15
650,03,14,06,650,03,14,06,6501032,YAMA SUSHI BAR GLEN BURNIE,6714,RITCHIE HIGHWAY,GLEN BURNIE ,21061-2870,07/17/2013,284.31,0.00
650,03,14,07,650,03,14,07,226500010,MI PUEBLITO,6914,RITCHIE HWY,GLEN BURNIE ,21061,06/09/2022,616.88,0.00
650,03,14,08,650,03,14,08,650782,FRIENDLY'S RITCHIE HIGHWAY,7134,RITCHIE HIGHWAY,GLEN BURNIE ,21061-2904,04/19/2011,213.55,79.44
650,03,14,09,650,03,14,09,146500170,SAKE JAPANESE RESTAURANT & SUSHI BAR,7315,GOVERNOR RITCHIE HIGHWAY,GLEN BURNIE ,21061-3104,09/18/2014,540.09,0.00
650,03,15,01,650,03,15,01,650924,EAST MOON ASIAN BISTRO & SUSHI,7400,RITCHIE HIGHWAY,GLEN BURNIE ,21061,08/08/2012,210.00,0.00
650,03,15,02,650,03,15,02,176500028,MALI THAI RESTAURANT,7477,BALTIMORE ANNAPOLIS BOULEVARD,GLEN BURNIE ,21061,09/08/2017,210.00,0.00
650,03,15,03,650,03,15,03,650649,MI PUEBLO,7556,RITCHIE HIGHWAY,GLEN BURNIE ,21061-3717,05/05/2010,474.61,0.00
650,03,15,04,650,03,15,04,216500005,CRAZY CRAB,805,AQUAHART ROAD,GLEN BURNIE ,21061-3968,01/14/2021,652.31,165.48
650,03,15,05,650,03,15,05,146500247,MISSION BBQ GLEN BURNIE,7748,RITCHIE HIGHWAY,GLEN BURNIE ,21061-4378,11/25/2014,1168.18,542.40
650,03,16,01,650,03,16,01,186500005,VILLA FLORES RESTAURANT,7693,BALTIMORE ANNAPOLIS BOULEVARD,GLEN BURNIE ,21060-7554,02/22/2018,316.42,0.00
650,03,16,02,650,03,16,02,65094262,SAKURA OF GLEN BURNIE,34,MOUNTAIN ROAD,GLEN BURNIE ,21060-7974,12/05/2000,613.96,301.58
650,03,16,03,650,03,16,03,166500126,GENERAL HOUSE,60,MOUNTAIN ROAD,GLEN BURNIE ,21060-7974,03/10/2016,230.00,0.00
650,03,16,04,650,03,16,04,186500003,BONCHON PASADENA,8159,RITCHIE HIGHWAY,PASADENA,21122,01/30/2018,240.17,0.00
650,03,16,05,650,03,16,05,650918,PICANTILLO,4590,MOUNTAIN ROAD,PASADENA,21122-5330,08/14/2012,355.51,0.00
650,03,16,06,650,03,16,06,6501026,MI PUEBLO II,554,GOVERNOR RITCHIE HIGHWAY,SEVERNA PARK ,21146,06/27/2013,655.43,0.00
650,03,16,07,650,03,16,07,216500007,PASSION ASIAN BISTRO,25,MAGOTHY BEACH ROAD,PASADENA,21122-4461,02/11/2021,268.85,0.00
650,03,17,01,650,03,17,01,206500012,ROMILOS,478A,RITCHIE HIGHWAY,SEVERNA PARK ,21146,10/21/2020,320.31,0.00
650,03,17,02,650,03,17,02,650615,N.M. CARROLL MANOR,701,NORTH ARLINGTON AVENUE,BALTIMORE,21217-2455,03/01/2010,335.00,0.00
